时间,功率(MW)
1968/1/1 00:00,0
1968/1/1 00:15,0
1968/1/1 00:30,0
1968/1/1 00:45,0
1968/1/1 01:00,0
1968/1/1 01:15,0
1968/1/1 01:30,0
1968/1/1 01:45,0
1968/1/1 02:00,0
1968/1/1 02:15,0
1968/1/1 02:30,0
1968/1/1 02:45,0
1968/1/1 03:00,0
1968/1/1 03:15,0
1968/1/1 03:30,0
1968/1/1 03:45,0
1968/1/1 04:00,0
1968/1/1 04:15,0
1968/1/1 04:30,0
1968/1/1 04:45,0
1968/1/1 05:00,0
1968/1/1 05:15,0
1968/1/1 05:30,0
1968/1/1 05:45,0
1968/1/1 06:00,0
1968/1/1 06:15,0
1968/1/1 06:30,0
1968/1/1 06:45,0
1968/1/1 07:00,0
1968/1/1 07:15,0.00112485
1968/1/1 07:30,0.01092225
1968/1/1 07:45,0.02841985
1968/1/1 08:00,0.0615637
1968/1/1 08:15,0.08759865
1968/1/1 08:30,0.12151195
1968/1/1 08:45,0.159928
1968/1/1 09:00,0.1842256
1968/1/1 09:15,0.25334585
1968/1/1 09:30,0.3369048
1968/1/1 09:45,0.40526735
1968/1/1 10:00,0.46691175
1968/1/1 10:15,0.40553
1968/1/1 10:30,0.53360775
1968/1/1 10:45,0.56482
1968/1/1 11:00,0.55304355
1968/1/1 11:15,0.57817725
1968/1/1 11:30,0.62979085
1968/1/1 11:45,0.65343785
1968/1/1 12:00,0.6749617
1968/1/1 12:15,0.6839378
1968/1/1 12:30,0.690226
1968/1/1 12:45,0.67894885
1968/1/1 13:00,0.67923405
1968/1/1 13:15,0.6624525
1968/1/1 13:30,0.65348265
1968/1/1 13:45,0.6328596
1968/1/1 14:00,0.6191091
1968/1/1 14:15,0.5852895
1968/1/1 14:30,0.56191675
1968/1/1 14:45,0.54079405
1968/1/1 15:00,0.49010945
1968/1/1 15:15,0.4616005
1968/1/1 15:30,0.39339115
1968/1/1 15:45,0.3766288
1968/1/1 16:00,0.2887228
1968/1/1 16:15,0.21117845
1968/1/1 16:30,0.1692387
1968/1/1 16:45,0.1326083
1968/1/1 17:00,0.0967859
1968/1/1 17:15,0.06095265
1968/1/1 17:30,0.03244615
1968/1/1 17:45,0.0136218
1968/1/1 18:00,0
1968/1/1 18:15,0
1968/1/1 18:30,0
1968/1/1 18:45,0
1968/1/1 19:00,0
1968/1/1 19:15,0
1968/1/1 19:30,0
1968/1/1 19:45,0
1968/1/1 20:00,0
1968/1/1 20:15,0
1968/1/1 20:30,0
1968/1/1 20:45,0
1968/1/1 21:00,0
1968/1/1 21:15,0
1968/1/1 21:30,0
1968/1/1 21:45,0
1968/1/1 22:00,0
1968/1/1 22:15,0
1968/1/1 22:30,0
1968/1/1 22:45,0
1968/1/1 23:00,0
1968/1/1 23:15,0
1968/1/1 23:30,0
1968/1/1 23:45,0
1968/1/2 00:00,0
1968/1/2 00:15,0
1968/1/2 00:30,0
1968/1/2 00:45,0
1968/1/2 01:00,0
1968/1/2 01:15,0
1968/1/2 01:30,0
1968/1/2 01:45,0
1968/1/2 02:00,0
1968/1/2 02:15,0
1968/1/2 02:30,0
1968/1/2 02:45,0
1968/1/2 03:00,0
1968/1/2 03:15,0
1968/1/2 03:30,0
1968/1/2 03:45,0
1968/1/2 04:00,0
1968/1/2 04:15,0
1968/1/2 04:30,0
1968/1/2 04:45,0
1968/1/2 05:00,0
1968/1/2 05:15,0
1968/1/2 05:30,0
1968/1/2 05:45,0
1968/1/2 06:00,0
1968/1/2 06:15,0
1968/1/2 06:30,0
1968/1/2 06:45,0
1968/1/2 07:00,0
1968/1/2 07:15,0.0024673
1968/1/2 07:30,0.016111
1968/1/2 07:45,0.03373525
1968/1/2 08:00,0.08095605
1968/1/2 08:15,0.11742465
1968/1/2 08:30,0.16382835
1968/1/2 08:45,0.1772821
1968/1/2 09:00,0.2093039
1968/1/2 09:15,0.27366835
1968/1/2 09:30,0.36176885
1968/1/2 09:45,0.43361035
1968/1/2 10:00,0.47889975
