时间,功率(MW)
1968/1/1 00:00,-0.001087255
1968/1/1 00:15,-0.0008475
1968/1/1 00:30,-0.000799608
1968/1/1 00:45,-0.000869706
1968/1/1 01:00,0.001210588
1968/1/1 01:15,0.001988015
1968/1/1 01:30,0.002104755
1968/1/1 01:45,0.004994461
1968/1/1 02:00,0.009489755
1968/1/1 02:15,0.017430833
1968/1/1 02:30,0.017016618
1968/1/1 02:45,0.007674583
1968/1/1 03:00,0.002115196
1968/1/1 03:15,0.004205343
1968/1/1 03:30,0.005797892
1968/1/1 03:45,0.006288284
1968/1/1 04:00,0.018126961
1968/1/1 04:15,0.088351642
1968/1/1 04:30,0.120991422
1968/1/1 04:45,0.111054363
1968/1/1 05:00,0.091753627
1968/1/1 05:15,0.114744338
1968/1/1 05:30,0.154565588
1968/1/1 05:45,0.195658652
1968/1/1 06:00,0.192434363
1968/1/1 06:15,0.151509608
1968/1/1 06:30,0.12158598
1968/1/1 06:45,0.128847353
1968/1/1 07:00,0.144785882
1968/1/1 07:15,0.190751152
1968/1/1 07:30,0.194431863
1968/1/1 07:45,0.151915392
1968/1/1 08:00,0.177933873
1968/1/1 08:15,0.21160826
1968/1/1 08:30,0.220809314
1968/1/1 08:45,0.285818333
1968/1/1 09:00,0.367666078
1968/1/1 09:15,0.393145539
1968/1/1 09:30,0.394074118
1968/1/1 09:45,0.380487328
1968/1/1 10:00,0.259367941
1968/1/1 10:15,0.237451495
1968/1/1 10:30,0.328165441
1968/1/1 10:45,0.393063725
1968/1/1 11:00,0.370586225
1968/1/1 11:15,0.291490074
1968/1/1 11:30,0.278288088
1968/1/1 11:45,0.327052672
1968/1/1 12:00,0.321511569
1968/1/1 12:15,0.268370858
1968/1/1 12:30,0.229025392
1968/1/1 12:45,0.15895277
1968/1/1 13:00,0.095654706
1968/1/1 13:15,0.141475956
1968/1/1 13:30,0.239959951
1968/1/1 13:45,0.299912574
1968/1/1 14:00,0.30776049
1968/1/1 14:15,0.285956054
1968/1/1 14:30,0.2967725
1968/1/1 14:45,0.269664289
1968/1/1 15:00,0.244516324
1968/1/1 15:15,0.254268725
1968/1/1 15:30,0.219494314
1968/1/1 15:45,0.196216446
1968/1/1 16:00,0.184996667
1968/1/1 16:15,0.169003505
1968/1/1 16:30,0.175915637
1968/1/1 16:45,0.195714167
1968/1/1 17:00,0.162899804
1968/1/1 17:15,0.153775098
1968/1/1 17:30,0.193224951
1968/1/1 17:45,0.216251691
1968/1/1 18:00,0.226414608
1968/1/1 18:15,0.262820784
1968/1/1 18:30,0.247983824
1968/1/1 18:45,0.246674069
1968/1/1 19:00,0.332596667
1968/1/1 19:15,0.368313235
1968/1/1 19:30,0.462798824
1968/1/1 19:45,0.550505294
1968/1/1 20:00,0.566461324
1968/1/1 20:15,0.519076838
1968/1/1 20:30,0.549980637
1968/1/1 20:45,0.508328873
1968/1/1 21:00,0.440525294
1968/1/1 21:15,0.375049191
1968/1/1 21:30,0.392787745
1968/1/1 21:45,0.362439755
1968/1/1 22:00,0.327675392
1968/1/1 22:15,0.377406176
1968/1/1 22:30,0.401117304
1968/1/1 22:45,0.423124069
1968/1/1 23:00,0.423013725
1968/1/1 23:15,0.445636005
1968/1/1 23:30,0.470288676
1968/1/1 23:45,0.580958848
1968/1/2 00:00,0.603264461
1968/1/2 00:15,0.576650735
1968/1/2 00:30,0.590624902
1968/1/2 00:45,0.55857277
1968/1/2 01:00,0.590933627
1968/1/2 01:15,0.614398505
1968/1/2 01:30,0.663246422
1968/1/2 01:45,0.650655368
1968/1/2 02:00,0.554516471
1968/1/2 02:15,0.536657353
1968/1/2 02:30,0.556588824
1968/1/2 02:45,0.539519559
1968/1/2 03:00,0.513413676
1968/1/2 03:15,0.454345147
1968/1/2 03:30,0.486719755
1968/1/2 03:45,0.473195049
1968/1/2 04:00,0.440654216
1968/1/2 04:15,0.4686025
1968/1/2 04:30,0.447935882
1968/1/2 04:45,0.491108725
1968/1/2 05:00,0.455454314
1968/1/2 05:15,0.454423064
1968/1/2 05:30,0.430704657
1968/1/2 05:45,0.342812966
1968/1/2 06:00,0.300147353
1968/1/2 06:15,0.299875735
1968/1/2 06:30,0.296465441
1968/1/2 06:45,0.256810564
1968/1/2 07:00,0.26829701
1968/1/2 07:15,0.231803186
1968/1/2 07:30,0.2074675
1968/1/2 07:45,0.249769975
1968/1/2 08:00,0.328620686
1968/1/2 08:15,0.311985319
1968/1/2 08:30,0.232026618
1968/1/2 08:45,0.264104706
1968/1/2 09:00,0.273529363
1968/1/2 09:15,0.242504093
1968/1/2 09:30,0.236566667
1968/1/2 09:45,0.183939461
1968/1/2 10:00,0.143085441
1968/1/2 10:15,0.066680025
1968/1/2 10:30,0.043803627
1968/1/2 10:45,0.011162181
1968/1/2 11:00,0.001831078
1968/1/2 11:15,0.001244853
1968/1/2 11:30,-0.001154363
1968/1/2 11:45,0.003583186
1968/1/2 12:00,0.004092353
1968/1/2 12:15,0.002811495
1968/1/2 12:30,0.003948971
1968/1/2 12:45,0.00288277
1968/1/2 13:00,0.005517696
1968/1/2 13:15,0.025935784
1968/1/2 13:30,0.05830799
1968/1/2 13:45,0.048669387
1968/1/2 14:00,0.027711422
1968/1/2 14:15,0.013703652
1968/1/2 14:30,-0.000273578
1968/1/2 14:45,-0.000667083
1968/1/2 15:00,-0.001015686
1968/1/2 15:15,-0.000664142
1968/1/2 15:30,-0.000668873
1968/1/2 15:45,-0.000610809
1968/1/2 16:00,-0.000629706
1968/1/2 16:15,-0.000655588
1968/1/2 16:30,5.25E-05
1968/1/2 16:45,0.011541078
1968/1/2 17:00,0.004141765
1968/1/2 17:15,-0.000680147
1968/1/2 17:30,0.001194118
1968/1/2 17:45,0.008428456
1968/1/2 18:00,0.00615201
1968/1/2 18:15,0.003290662
1968/1/2 18:30,0.002696961
1968/1/2 18:45,0.014449657
1968/1/2 19:00,0.038209608
1968/1/2 19:15,0.082530833
1968/1/2 19:30,0.123693235
1968/1/2 19:45,0.150561348
1968/1/2 20:00,0.194346029
1968/1/2 20:15,0.231651593
1968/1/2 20:30,0.27663402
1968/1/2 20:45,0.292197672
1968/1/2 21:00,0.325236912
1968/1/2 21:15,0.36217076
1968/1/2 21:30,0.345276961
1968/1/2 21:45,0.273904044
1968/1/2 22:00,0.253375784
1968/1/2 22:15,0.217021912
1968/1/2 22:30,0.150638725
1968/1/2 22:45,0.083398946
1968/1/2 23:00,0.100619265
1968/1/2 23:15,0.161293529
1968/1/2 23:30,0.314680735
1968/1/2 23:45,0.363842917
1968/1/3 00:00,0.291132549
1968/1/3 00:15,0.246759167
1968/1/3 00:30,0.292643529
1968/1/3 00:45,0.36803076
1968/1/3 01:00,0.448803725
1968/1/3 01:15,0.491601152
1968/1/3 01:30,0.444173725
1968/1/3 01:45,0.438394779
1968/1/3 02:00,0.653585784
1968/1/3 02:15,0.774046593
1968/1/3 02:30,0.818019363
1968/1/3 02:45,0.811938162
1968/1/3 03:00,0.787298529
1968/1/3 03:15,0.793616299
1968/1/3 03:30,0.782673039
1968/1/3 03:45,0.818115245
1968/1/3 04:00,0.843187304
1968/1/3 04:15,0.841830074
1968/1/3 04:30,0.826306373
1968/1/3 04:45,0.781943701
1968/1/3 05:00,0.739467059
1968/1/3 05:15,0.797752059
1968/1/3 05:30,0.853945588
1968/1/3 05:45,0.865300588
1968/1/3 06:00,0.850445588
1968/1/3 06:15,0.841404902
1968/1/3 06:30,0.783164902
1968/1/3 06:45,0.817578897
1968/1/3 07:00,0.872214853
1968/1/3 07:15,0.878198235
1968/1/3 07:30,0.859111716
1968/1/3 07:45,0.852868358
1968/1/3 08:00,0.862746569
1968/1/3 08:15,0.846402426
1968/1/3 08:30,0.850116618
1968/1/3 08:45,0.886845686
1968/1/3 09:00,0.908849265
1968/1/3 09:15,0.836482868
1968/1/3 09:30,0.790066912
1968/1/3 09:45,0.879664902
1968/1/3 10:00,0.931744265
1968/1/3 10:15,0.95204274
1968/1/3 10:30,0.944308824
1968/1/3 10:45,0.919602868
1968/1/3 11:00,0.908925931
1968/1/3 11:15,0.92406652
1968/1/3 11:30,0.902046471
1968/1/3 11:45,0.774184338
1968/1/3 12:00,0.640431912
1968/1/3 12:15,0.602968186
1968/1/3 12:30,0.683941471
1968/1/3 12:45,0.783075515
1968/1/3 13:00,0.866605147
1968/1/3 13:15,0.879597108
1968/1/3 13:30,0.851542206
1968/1/3 13:45,0.887200858
1968/1/3 14:00,0.877929657
1968/1/3 14:15,0.876680025
1968/1/3 14:30,0.853978578
1968/1/3 14:45,0.874738088
1968/1/3 15:00,0.851361471
1968/1/3 15:15,0.877536397
1968/1/3 15:30,0.873087206
1968/1/3 15:45,0.760900858
1968/1/3 16:00,0.728235637
1968/1/3 16:15,0.764997696
1968/1/3 16:30,0.698442745
1968/1/3 16:45,0.693730221
1968/1/3 17:00,0.696293088
1968/1/3 17:15,0.630539265
1968/1/3 17:30,0.634354657
1968/1/3 17:45,0.650072181
1968/1/3 18:00,0.612846029
1968/1/3 18:15,0.587555363
1968/1/3 18:30,0.500166373
1968/1/3 18:45,0.443347353
1968/1/3 19:00,0.475933775
1968/1/3 19:15,0.638805221
1968/1/3 19:30,0.683548578
1968/1/3 19:45,0.672167235
1968/1/3 20:00,0.775033873
1968/1/3 20:15,0.755461005
1968/1/3 20:30,0.711171618
1968/1/3 20:45,0.699919706
1968/1/3 21:00,0.69385402
1968/1/3 21:15,0.718334044
1968/1/3 21:30,0.835923137
1968/1/3 21:45,0.917121691
1968/1/3 22:00,0.933610392
1968/1/3 22:15,0.850516299
1968/1/3 22:30,0.818229363
1968/1/3 22:45,0.865832843
1968/1/3 23:00,0.888669559
1968/1/3 23:15,0.855689167
1968/1/3 23:30,0.81837402
1968/1/3 23:45,0.69034723
1968/1/4 00:00,0.552661029
1968/1/4 00:15,0.543395564
1968/1/4 00:30,0.538198725
1968/1/4 00:45,0.46863875
1968/1/4 01:00,0.435052696
1968/1/4 01:15,0.47491174
1968/1/4 01:30,0.472314167
1968/1/4 01:45,0.489133701
1968/1/4 02:00,0.481812255
1968/1/4 02:15,0.473246814
1968/1/4 02:30,0.44635049
1968/1/4 02:45,0.418467647
1968/1/4 03:00,0.381631912
1968/1/4 03:15,0.33237223
1968/1/4 03:30,0.333640441
1968/1/4 03:45,0.32591375
1968/1/4 04:00,0.332233529
1968/1/4 04:15,0.324300368
1968/1/4 04:30,0.332810637
1968/1/4 04:45,0.352669412
1968/1/4 05:00,0.340611471
1968/1/4 05:15,0.357880809
1968/1/4 05:30,0.365701324
1968/1/4 05:45,0.343663971
1968/1/4 06:00,0.323466618
1968/1/4 06:15,0.374270882
1968/1/4 06:30,0.415051176
1968/1/4 06:45,0.336903652
1968/1/4 07:00,0.295237108
1968/1/4 07:15,0.241976127
1968/1/4 07:30,0.25037402
1968/1/4 07:45,0.311742304
1968/1/4 08:00,0.293824559
1968/1/4 08:15,0.28739652
1968/1/4 08:30,0.312667402
1968/1/4 08:45,0.299978554
1968/1/4 09:00,0.194833922
1968/1/4 09:15,0.060857255
1968/1/4 09:30,0.009168431
1968/1/4 09:45,0.00312576
1968/1/4 10:00,0.007296422
1968/1/4 10:15,0.012856152
1968/1/4 10:30,0.021336275
1968/1/4 10:45,0.043149436
1968/1/4 11:00,0.071447353
1968/1/4 11:15,0.069345441
1968/1/4 11:30,0.039206078
1968/1/4 11:45,0.033614608
1968/1/4 12:00,0.015616225
