时间,功率(MW)
1968/1/1 00:00,0
1968/1/1 00:15,0
1968/1/1 00:30,0
1968/1/1 00:45,0
1968/1/1 01:00,0
1968/1/1 01:15,0
1968/1/1 01:30,0
1968/1/1 01:45,0
1968/1/1 02:00,0
1968/1/1 02:15,0
1968/1/1 02:30,0
1968/1/1 02:45,0
1968/1/1 03:00,0
1968/1/1 03:15,0
1968/1/1 03:30,0
1968/1/1 03:45,0
1968/1/1 04:00,0
1968/1/1 04:15,0
1968/1/1 04:30,0
1968/1/1 04:45,0
1968/1/1 05:00,0
1968/1/1 05:15,0
1968/1/1 05:30,0
1968/1/1 05:45,0
1968/1/1 06:00,0
1968/1/1 06:15,0
1968/1/1 06:30,0
1968/1/1 06:45,0
1968/1/1 07:00,0
1968/1/1 07:15,0
1968/1/1 07:30,0
1968/1/1 07:45,0
1968/1/1 08:00,0
1968/1/1 08:15,0.01583815
1968/1/1 08:30,0.07050605
1968/1/1 08:45,0.13415355
1968/1/1 09:00,0.1994999
1968/1/1 09:15,0.26814585
1968/1/1 09:30,0.34395885
1968/1/1 09:45,0.43047975
1968/1/1 10:00,0.503088
1968/1/1 10:15,0.5272931
1968/1/1 10:30,0.49534245
1968/1/1 10:45,0.59801825
1968/1/1 11:00,0.6390143
1968/1/1 11:15,0.46159125
1968/1/1 11:30,0.52001235
1968/1/1 11:45,0.6702158
1968/1/1 12:00,0.7186555
1968/1/1 12:15,0.74252275
1968/1/1 12:30,0.79809775
1968/1/1 12:45,0.80571235
1968/1/1 13:00,0.754205
1968/1/1 13:15,0.6243464
1968/1/1 13:30,0.55112205
1968/1/1 13:45,0.53068925
1968/1/1 14:00,0.60416995
1968/1/1 14:15,0.54254785
1968/1/1 14:30,0.6605545
1968/1/1 14:45,0.57915865
1968/1/1 15:00,0.53014035
1968/1/1 15:15,0.6394246
1968/1/1 15:30,0.7028128
1968/1/1 15:45,0.59388815
1968/1/1 16:00,0.41918695
1968/1/1 16:15,0.5375798
1968/1/1 16:30,0.3048593
1968/1/1 16:45,0.289138
1968/1/1 17:00,0.27163065
1968/1/1 17:15,0.25020525
1968/1/1 17:30,0.0747623
1968/1/1 17:45,0.08409855
1968/1/1 18:00,0.03470155
1968/1/1 18:15,0.01469115
1968/1/1 18:30,0.00624975
1968/1/1 18:45,0
1968/1/1 19:00,0
1968/1/1 19:15,0
1968/1/1 19:30,0
1968/1/1 19:45,0
1968/1/1 20:00,0
1968/1/1 20:15,0
1968/1/1 20:30,0
1968/1/1 20:45,0
1968/1/1 21:00,0
1968/1/1 21:15,0
1968/1/1 21:30,0
1968/1/1 21:45,0
1968/1/1 22:00,0
1968/1/1 22:15,0
1968/1/1 22:30,0
1968/1/1 22:45,0
1968/1/1 23:00,0
1968/1/1 23:15,0
1968/1/1 23:30,0
1968/1/1 23:45,0
1968/1/2 00:00,0
1968/1/2 00:15,0
1968/1/2 00:30,0
1968/1/2 00:45,0
1968/1/2 01:00,0
1968/1/2 01:15,0
1968/1/2 01:30,0
1968/1/2 01:45,0
1968/1/2 02:00,0
1968/1/2 02:15,0
1968/1/2 02:30,0
1968/1/2 02:45,0
1968/1/2 03:00,0
1968/1/2 03:15,0
1968/1/2 03:30,0
1968/1/2 03:45,0
1968/1/2 04:00,0
1968/1/2 04:15,0
1968/1/2 04:30,0
1968/1/2 04:45,0
1968/1/2 05:00,0
1968/1/2 05:15,0
1968/1/2 05:30,0
1968/1/2 05:45,0
1968/1/2 06:00,0
1968/1/2 06:15,0
1968/1/2 06:30,0
1968/1/2 06:45,0
1968/1/2 07:00,0
1968/1/2 07:15,0
1968/1/2 07:30,0
1968/1/2 07:45,0
1968/1/2 08:00,0
1968/1/2 08:15,0.0227767
1968/1/2 08:30,0.0731979
1968/1/2 08:45,0.1379355
1968/1/2 09:00,0.2061315
1968/1/2 09:15,0.28514285
1968/1/2 09:30,0.35691775
1968/1/2 09:45,0.4295535
1968/1/2 10:00,0.49760875
1968/1/2 10:15,0.5683231
