时间,功率(MW)
1968/1/1 00:00,0.143367894
1968/1/1 00:15,0.163782624
1968/1/1 00:30,0.131784054
1968/1/1 00:45,0.116732213
1968/1/1 01:00,0.097533071
1968/1/1 01:15,0.089023954
1968/1/1 01:30,0.099749732
1968/1/1 01:45,0.11076153
1968/1/1 02:00,0.134036468
1968/1/1 02:15,0.13600286
1968/1/1 02:30,0.138148016
1968/1/1 02:45,0.120736503
1968/1/1 03:00,0.114158026
1968/1/1 03:15,0.11669646
1968/1/1 03:30,0.105577404
1968/1/1 03:45,0.093278513
1968/1/1 04:00,0.084376117
1968/1/1 04:15,0.082159457
1968/1/1 04:30,0.07972828
1968/1/1 04:45,0.07200572
1968/1/1 05:00,0.065963532
1968/1/1 05:15,0.059063282
1968/1/1 05:30,0.05048266
1968/1/1 05:45,0.079120486
1968/1/1 06:00,0.09435109
1968/1/1 06:15,0.076439042
1968/1/1 06:30,0.056203075
1968/1/1 06:45,0.048230247
1968/1/1 07:00,0.071219163
1968/1/1 07:15,0.090275295
1968/1/1 07:30,0.104326064
1968/1/1 07:45,0.088880944
1968/1/1 08:00,0.050804433
1968/1/1 08:15,0.031748302
1968/1/1 08:30,0.03407222
1968/1/1 08:45,0.045441545
1968/1/1 09:00,0.053950661
1968/1/1 09:15,0.065534501
1968/1/1 09:30,0.070253843
1968/1/1 09:45,0.059063282
1968/1/1 10:00,0.060564891
1968/1/1 10:15,0.081408652
1968/1/1 10:30,0.082123704
1968/1/1 10:45,0.070682875
1968/1/1 11:00,0.064032892
1968/1/1 11:15,0.073864855
1968/1/1 11:30,0.103146228
1968/1/1 11:45,0.093636039
1968/1/1 12:00,0.082373972
1968/1/1 12:15,0.085913479
1968/1/1 12:30,0.087272077
1968/1/1 12:45,0.093457276
1968/1/1 13:00,0.113264212
1968/1/1 13:15,0.108294601
1968/1/1 13:30,0.098820164
1968/1/1 13:45,0.100071505
1968/1/1 14:00,0.090597068
1968/1/1 14:15,0.104254558
1968/1/1 14:30,0.087343582
1968/1/1 14:45,0.052449053
1968/1/1 15:00,0.0572399
1968/1/1 15:15,0.083911334
1968/1/1 15:30,0.104147301
1968/1/1 15:45,0.10564891
1968/1/1 16:00,0.12524133
1968/1/1 16:15,0.134966035
1968/1/1 16:30,0.124454773
1968/1/1 16:45,0.120128709
1968/1/1 17:00,0.115159099
1968/1/1 17:15,0.089667501
1968/1/1 17:30,0.080193064
1968/1/1 17:45,0.121129782
1968/1/1 18:00,0.142295316
1968/1/1 18:15,0.142795853
1968/1/1 18:30,0.140257419
1968/1/1 18:45,0.105684662
1968/1/1 19:00,0.10883089
1968/1/1 19:15,0.108294601
1968/1/1 19:30,0.124061494
1968/1/1 19:45,0.137754737
1968/1/1 20:00,0.162638541
1968/1/1 20:15,0.182409725
1968/1/1 20:30,0.20400429
1968/1/1 20:45,0.199535216
1968/1/1 21:00,0.205720415
1968/1/1 21:15,0.191419378
1968/1/1 21:30,0.210046478
1968/1/1 21:45,0.207007508
1968/1/1 22:00,0.1903468
1968/1/1 22:15,0.184769396
1968/1/1 22:30,0.069717555
1968/1/1 22:45,0.069395781
1968/1/1 23:00,0.151126207
1968/1/1 23:15,0.139613872
1968/1/1 23:30,0.072613514
1968/1/1 23:45,0.05917054
1968/1/2 00:00,0.071469432
1968/1/2 00:15,0.073721845
1968/1/2 00:30,0.06896675
1968/1/2 00:45,0.070504112
1968/1/2 01:00,0.155666786
1968/1/2 01:15,0.196853772
1968/1/2 01:30,0.1806936
1968/1/2 01:45,0.145227029
1968/1/2 02:00,0.084697891
1968/1/2 02:15,0.039971398
1968/1/2 02:30,0.031247765
1968/1/2 02:45,0.023846979
1968/1/2 03:00,0.010117984
1968/1/2 03:15,0.014158026
1968/1/2 03:30,0.048194494
1968/1/2 03:45,0.084626385
1968/1/2 04:00,0.073471577
1968/1/2 04:15,0.082195209
1968/1/2 04:30,0.04165177
1968/1/2 04:45,0.074794423
1968/1/2 05:00,0.030747229
1968/1/2 05:15,0.028566321
1968/1/2 05:30,0.04386843
1968/1/2 05:45,0.029495888
1968/1/2 06:00,0.029817662
1968/1/2 06:15,0.048802288
1968/1/2 06:30,0.056346085
1968/1/2 06:45,0.040436182
1968/1/2 07:00,0.025062567
1968/1/2 07:15,0.037468716
1968/1/2 07:30,0.033643189
1968/1/2 07:45,0.003003218
1968/1/2 08:00,0.008151591
1968/1/2 08:15,0.012727923
1968/1/2 08:30,0.009438684
1968/1/2 08:45,0.012835181
1968/1/2 09:00,0.026170897
1968/1/2 09:15,0.007293529
1968/1/2 09:30,0.001394351
1968/1/2 09:45,0.004075795
1968/1/2 10:00,0.011941366
1968/1/2 10:15,0.00178763
1968/1/2 10:30,0.001251341
1968/1/2 10:45,0.004504827
1968/1/2 11:00,0.007150518
1968/1/2 11:15,0.003468001
1968/1/2 11:30,0.01172685
1968/1/2 11:45,0.00593493
1968/1/2 12:00,0.005362889
1968/1/2 12:15,0.013693243
1968/1/2 12:30,0.005219878
1968/1/2 12:45,0.001680372
1968/1/2 13:00,0.007686807
1968/1/2 13:15,0.011762603
1968/1/2 13:30,0.022845906
1968/1/2 13:45,0.02248838
1968/1/2 14:00,0.026385413
1968/1/2 14:15,0.03006793
1968/1/2 14:30,0.022738649
1968/1/2 14:45,0.015159099
1968/1/2 15:00,0.023024669
1968/1/2 15:15,0.032391848
1968/1/2 15:30,0.027279228
1968/1/2 15:45,0.037575974
1968/1/2 16:00,0.05448695
1968/1/2 16:15,0.063746872
1968/1/2 16:30,0.051948516
1968/1/2 16:45,0.062853057
1968/1/2 17:00,0.08648552
1968/1/2 17:15,0.113979263
1968/1/2 17:30,0.106256704
1968/1/2 17:45,0.09724705
1968/1/2 18:00,0.125849124
1968/1/2 18:15,0.134000715
1968/1/2 18:30,0.130461208
1968/1/2 18:45,0.129746157
1968/1/2 19:00,0.117125492
1968/1/2 19:15,0.138112263
1968/1/2 19:30,0.181158384
1968/1/2 19:45,0.192313193
1968/1/2 20:00,0.195066142
