时间,功率(MW)
1968/1/1 00:00,0.10020202
1968/1/1 00:15,0.117272727
1968/1/1 00:30,0.109494949
1968/1/1 00:45,0.105454545
1968/1/1 01:00,0.114949495
1968/1/1 01:15,0.110808081
1968/1/1 01:30,0.103737374
1968/1/1 01:45,0.092727273
1968/1/1 02:00,0.084545455
1968/1/1 02:15,0.084646465
1968/1/1 02:30,0.074848485
1968/1/1 02:45,0.061313131
1968/1/1 03:00,0.052727273
1968/1/1 03:15,0.047272727
1968/1/1 03:30,0.038282828
1968/1/1 03:45,0.035858586
1968/1/1 04:00,0.032424242
1968/1/1 04:15,0.034949495
1968/1/1 04:30,0.041818182
1968/1/1 04:45,0.053434343
1968/1/1 05:00,0.066868687
1968/1/1 05:15,0.065353535
1968/1/1 05:30,0.061414141
1968/1/1 05:45,0.07
1968/1/1 06:00,0.086464646
1968/1/1 06:15,0.093333333
1968/1/1 06:30,0.114949495
1968/1/1 06:45,0.134444444
1968/1/1 07:00,0.080606061
1968/1/1 07:15,0.031010101
1968/1/1 07:30,0.032424242
1968/1/1 07:45,0.036262626
1968/1/1 08:00,0.045151515
1968/1/1 08:15,0.042121212
1968/1/1 08:30,0.034242424
1968/1/1 08:45,0.03
1968/1/1 09:00,0.01979798
1968/1/1 09:15,0.016969697
1968/1/1 09:30,0.038080808
1968/1/1 09:45,0.053333333
1968/1/1 10:00,0.056464646
1968/1/1 10:15,0.064444444
1968/1/1 10:30,0.086868687
1968/1/1 10:45,0.10030303
1968/1/1 11:00,0.069494949
1968/1/1 11:15,0.087070707
1968/1/1 11:30,0.151818182
1968/1/1 11:45,0.233030303
1968/1/1 12:00,0.241313131
1968/1/1 12:15,0.195858586
1968/1/1 12:30,0.171919192
1968/1/1 12:45,0.150808081
1968/1/1 13:00,0.136161616
1968/1/1 13:15,0.089494949
1968/1/1 13:30,0.11979798
1968/1/1 13:45,0.151616162
1968/1/1 14:00,0.18
1968/1/1 14:15,0.252929293
1968/1/1 14:30,0.329191919
1968/1/1 14:45,0.358080808
1968/1/1 15:00,0.431818182
1968/1/1 15:15,0.421212121
1968/1/1 15:30,0.42040404
1968/1/1 15:45,0.442525253
1968/1/1 16:00,0.481010101
1968/1/1 16:15,0.510606061
1968/1/1 16:30,0.484747475
1968/1/1 16:45,0.483434343
1968/1/1 17:00,0.446767677
1968/1/1 17:15,0.428383838
1968/1/1 17:30,0.418383838
1968/1/1 17:45,0.422828283
1968/1/1 18:00,0.418383838
1968/1/1 18:15,0.39010101
1968/1/1 18:30,0.36
1968/1/1 18:45,0.357070707
1968/1/1 19:00,0.347373737
1968/1/1 19:15,0.352424242
1968/1/1 19:30,0.346767677
1968/1/1 19:45,0.33010101
1968/1/1 20:00,0.288686869
1968/1/1 20:15,0.267474747
1968/1/1 20:30,0.244343434
1968/1/1 20:45,0.214242424
1968/1/1 21:00,0.191919192
1968/1/1 21:15,0.162323232
1968/1/1 21:30,0.12979798
1968/1/1 21:45,0.124040404
1968/1/1 22:00,0.122525253
1968/1/1 22:15,0.115050505
1968/1/1 22:30,0.103030303
1968/1/1 22:45,0.082525253
1968/1/1 23:00,0.061010101
1968/1/1 23:15,0.046767677
1968/1/1 23:30,0.035757576
1968/1/1 23:45,0.032222222
1968/1/2 00:00,0.031717172
1968/1/2 00:15,0.041313131
1968/1/2 00:30,0.051919192
1968/1/2 00:45,0.062424242
1968/1/2 01:00,0.07020202
1968/1/2 01:15,0.062929293
1968/1/2 01:30,0.061111111
1968/1/2 01:45,0.063232323
1968/1/2 02:00,0.064545455
1968/1/2 02:15,0.053636364
1968/1/2 02:30,0.039090909
1968/1/2 02:45,0.043838384
1968/1/2 03:00,0.063333333
1968/1/2 03:15,0.072020202
1968/1/2 03:30,0.083838384
1968/1/2 03:45,0.067878788
1968/1/2 04:00,0.054242424
1968/1/2 04:15,0.043030303
1968/1/2 04:30,0.062828283
1968/1/2 04:45,0.082828283
1968/1/2 05:00,0.105757576
1968/1/2 05:15,0.107979798
1968/1/2 05:30,0.106363636
1968/1/2 05:45,0.087676768
1968/1/2 06:00,0.058686869
1968/1/2 06:15,0.037878788
1968/1/2 06:30,0.019191919
1968/1/2 06:45,0.002525253
1968/1/2 07:00,0
1968/1/2 07:15,0
1968/1/2 07:30,0.001818182
1968/1/2 07:45,0.008989899
1968/1/2 08:00,0.005050505
1968/1/2 08:15,0.002828283
1968/1/2 08:30,0.014646465
1968/1/2 08:45,0.034040404
1968/1/2 09:00,0.051313131
1968/1/2 09:15,0.087474747
1968/1/2 09:30,0.118888889
1968/1/2 09:45,0.095252525
1968/1/2 10:00,0.106565657
1968/1/2 10:15,0.115555556
1968/1/2 10:30,0.104040404
1968/1/2 10:45,0.081313131
1968/1/2 11:00,0.065959596
1968/1/2 11:15,0.057676768
1968/1/2 11:30,0.04989899
1968/1/2 11:45,0.058989899
1968/1/2 12:00,0.068989899
1968/1/2 12:15,0.067777778
1968/1/2 12:30,0.06030303
1968/1/2 12:45,0.054242424
1968/1/2 13:00,0.075959596
1968/1/2 13:15,0.12010101
1968/1/2 13:30,0.16
1968/1/2 13:45,0.171818182
1968/1/2 14:00,0.208080808
1968/1/2 14:15,0.221818182
1968/1/2 14:30,0.254747475
1968/1/2 14:45,0.296767677
1968/1/2 15:00,0.327272727
1968/1/2 15:15,0.336767677
1968/1/2 15:30,0.388080808
1968/1/2 15:45,0.422626263
1968/1/2 16:00,0.421212121
1968/1/2 16:15,0.387474747
1968/1/2 16:30,0.380505051
1968/1/2 16:45,0.387676768
1968/1/2 17:00,0.364141414
1968/1/2 17:15,0.326262626
1968/1/2 17:30,0.341919192
1968/1/2 17:45,0.328080808
1968/1/2 18:00,0.287070707
1968/1/2 18:15,0.273939394
1968/1/2 18:30,0.251717172
1968/1/2 18:45,0.222020202
1968/1/2 19:00,0.230505051
1968/1/2 19:15,0.246363636
1968/1/2 19:30,0.220808081
1968/1/2 19:45,0.19959596
1968/1/2 20:00,0.14979798
1968/1/2 20:15,0.124545455
1968/1/2 20:30,0.096161616
1968/1/2 20:45,0.105151515
1968/1/2 21:00,0.088383838
1968/1/2 21:15,0.084343434
1968/1/2 21:30,0.090606061
1968/1/2 21:45,0.112929293
1968/1/2 22:00,0.137272727
1968/1/2 22:15,0.161717172
1968/1/2 22:30,0.175555556
1968/1/2 22:45,0.171010101
1968/1/2 23:00,0.177878788
1968/1/2 23:15,0.173636364
1968/1/2 23:30,0.147878788
1968/1/2 23:45,0.14020202
1968/1/3 00:00,0.126161616
1968/1/3 00:15,0.129292929
1968/1/3 00:30,0.109090909
1968/1/3 00:45,0.112929293
1968/1/3 01:00,0.102727273
1968/1/3 01:15,0.115959596
1968/1/3 01:30,0.125050505
1968/1/3 01:45,0.12020202
1968/1/3 02:00,0.145252525
1968/1/3 02:15,0.161717172
1968/1/3 02:30,0.155757576
1968/1/3 02:45,0.157272727
1968/1/3 03:00,0.175151515
1968/1/3 03:15,0.15040404
1968/1/3 03:30,0.128181818
1968/1/3 03:45,0.095656566
1968/1/3 04:00,0.077272727
1968/1/3 04:15,0.060606061
1968/1/3 04:30,0.045454545
1968/1/3 04:45,0.027171717
1968/1/3 05:00,0.011919192
1968/1/3 05:15,0.018585859
1968/1/3 05:30,0.029393939
1968/1/3 05:45,0.037878788
1968/1/3 06:00,0.035858586
1968/1/3 06:15,0.052828283
1968/1/3 06:30,0.069393939
1968/1/3 06:45,0.074848485
1968/1/3 07:00,0.094848485
1968/1/3 07:15,0.095353535
1968/1/3 07:30,0.118383838
1968/1/3 07:45,0.148181818
1968/1/3 08:00,0.147575758
1968/1/3 08:15,0.176060606
1968/1/3 08:30,0.223333333
1968/1/3 08:45,0.223232323
1968/1/3 09:00,0.18979798
1968/1/3 09:15,0.172222222
1968/1/3 09:30,0.229494949
1968/1/3 09:45,0.341717172
1968/1/3 10:00,0.302626263
1968/1/3 10:15,0.346868687
1968/1/3 10:30,0.356969697
1968/1/3 10:45,0.431515152
1968/1/3 11:00,0.422626263
1968/1/3 11:15,0.365050505
1968/1/3 11:30,0.364545455
1968/1/3 11:45,0.37959596
1968/1/3 12:00,0.466060606
1968/1/3 12:15,0.542020202
1968/1/3 12:30,0.611313131
1968/1/3 12:45,0.657878788
1968/1/3 13:00,0.693838384
1968/1/3 13:15,0.716161616
1968/1/3 13:30,0.612929293
1968/1/3 13:45,0.596969697
1968/1/3 14:00,0.676161616
1968/1/3 14:15,0.69959596
1968/1/3 14:30,0.718282828
1968/1/3 14:45,0.714949495
1968/1/3 15:00,0.679292929
1968/1/3 15:15,0.628686869
1968/1/3 15:30,0.664646465
1968/1/3 15:45,0.60969697
1968/1/3 16:00,0.564343434
1968/1/3 16:15,0.54030303
1968/1/3 16:30,0.50020202
1968/1/3 16:45,0.516868687
1968/1/3 17:00,0.492727273
1968/1/3 17:15,0.479191919
1968/1/3 17:30,0.433333333
1968/1/3 17:45,0.378787879
1968/1/3 18:00,0.36979798
1968/1/3 18:15,0.404747475
1968/1/3 18:30,0.380707071
1968/1/3 18:45,0.334747475
1968/1/3 19:00,0.427777778
1968/1/3 19:15,0.490808081
1968/1/3 19:30,0.437777778
1968/1/3 19:45,0.399292929
1968/1/3 20:00,0.457171717
1968/1/3 20:15,0.428484848
1968/1/3 20:30,0.409494949
1968/1/3 20:45,0.453636364
1968/1/3 21:00,0.441616162
1968/1/3 21:15,0.431515152
1968/1/3 21:30,0.406060606
1968/1/3 21:45,0.406363636
1968/1/3 22:00,0.295151515
1968/1/3 22:15,0.255959596
1968/1/3 22:30,0.217070707
1968/1/3 22:45,0.189292929
1968/1/3 23:00,0.167171717
1968/1/3 23:15,0.154646465
1968/1/3 23:30,0.099494949
1968/1/3 23:45,0.074242424
1968/1/4 00:00,0.032222222
1968/1/4 00:15,0.013131313
1968/1/4 00:30,0.011919192
1968/1/4 00:45,0.00979798
1968/1/4 01:00,0.011818182
1968/1/4 01:15,0.013636364
1968/1/4 01:30,0.013030303
1968/1/4 01:45,0.006868687
1968/1/4 02:00,0.004343434
1968/1/4 02:15,0.007777778
1968/1/4 02:30,0.010606061
1968/1/4 02:45,0.018383838
1968/1/4 03:00,0.030606061
1968/1/4 03:15,0.046868687
1968/1/4 03:30,0.053939394
1968/1/4 03:45,0.040909091
1968/1/4 04:00,0.049494949
1968/1/4 04:15,0.080606061
1968/1/4 04:30,0.077979798
1968/1/4 04:45,0.084747475
1968/1/4 05:00,0.17040404
1968/1/4 05:15,0.376969697
1968/1/4 05:30,0.415454545
1968/1/4 05:45,0.407474747
1968/1/4 06:00,0.428080808
1968/1/4 06:15,0.478181818
1968/1/4 06:30,0.438686869
1968/1/4 06:45,0.402525253
1968/1/4 07:00,0.34040404
1968/1/4 07:15,0.280707071
1968/1/4 07:30,0.238686869
1968/1/4 07:45,0.295959596
1968/1/4 08:00,0.338080808
1968/1/4 08:15,0.388686869
1968/1/4 08:30,0.385959596
1968/1/4 08:45,0.418282828
1968/1/4 09:00,0.438282828
1968/1/4 09:15,0.408686869
1968/1/4 09:30,0.38969697
1968/1/4 09:45,0.386565657
1968/1/4 10:00,0.38959596
1968/1/4 10:15,0.374848485
1968/1/4 10:30,0.326969697
1968/1/4 10:45,0.319393939
1968/1/4 11:00,0.355353535
1968/1/4 11:15,0.388585859
1968/1/4 11:30,0.371010101
1968/1/4 11:45,0.357474747
1968/1/4 12:00,0.366666667
1968/1/4 12:15,0.391010101
1968/1/4 12:30,0.425656566
1968/1/4 12:45,0.46040404
1968/1/4 13:00,0.469292929
1968/1/4 13:15,0.464141414
1968/1/4 13:30,0.486363636
1968/1/4 13:45,0.555353535
1968/1/4 14:00,0.565353535
1968/1/4 14:15,0.575656566
1968/1/4 14:30,0.569494949
1968/1/4 14:45,0.542626263
1968/1/4 15:00,0.533535354
1968/1/4 15:15,0.503939394
1968/1/4 15:30,0.446060606
1968/1/4 15:45,0.447171717
1968/1/4 16:00,0.415858586
1968/1/4 16:15,0.462424242
1968/1/4 16:30,0.469090909
1968/1/4 16:45,0.446161616
1968/1/4 17:00,0.427878788
1968/1/4 17:15,0.390909091
1968/1/4 17:30,0.338686869
1968/1/4 17:45,0.306868687
1968/1/4 18:00,0.311515152
1968/1/4 18:15,0.337070707
1968/1/4 18:30,0.338686869
1968/1/4 18:45,0.335858586
1968/1/4 19:00,0.322626263
1968/1/4 19:15,0.321313131
1968/1/4 19:30,0.305151515
1968/1/4 19:45,0.307878788
1968/1/4 20:00,0.283333333
1968/1/4 20:15,0.293333333
1968/1/4 20:30,0.296565657
1968/1/4 20:45,0.288585859
1968/1/4 21:00,0.243434343
1968/1/4 21:15,0.223434343
1968/1/4 21:30,0.231919192
1968/1/4 21:45,0.228686869
1968/1/4 22:00,0.19989899
1968/1/4 22:15,0.163535354
1968/1/4 22:30,0.119090909
1968/1/4 22:45,0.107979798
1968/1/4 23:00,0.076060606
1968/1/4 23:15,0.092020202
1968/1/4 23:30,0.097070707
1968/1/4 23:45,0.102727273
1968/1/5 00:00,0.113535354
1968/1/5 00:15,0.130707071
1968/1/5 00:30,0.152424242
1968/1/5 00:45,0.123737374
1968/1/5 01:00,0.102424242
1968/1/5 01:15,0.091616162
1968/1/5 01:30,0.085252525
1968/1/5 01:45,0.078888889
1968/1/5 02:00,0.093939394
1968/1/5 02:15,0.087373737
1968/1/5 02:30,0.080606061
1968/1/5 02:45,0.076565657
1968/1/5 03:00,0.075959596
1968/1/5 03:15,0.071010101
1968/1/5 03:30,0.07020202
1968/1/5 03:45,0.067070707
1968/1/5 04:00,0.05
1968/1/5 04:15,0.047777778
1968/1/5 04:30,0.046464646
1968/1/5 04:45,0.05010101
1968/1/5 05:00,0.036767677
1968/1/5 05:15,0.03030303
1968/1/5 05:30,0.025555556
1968/1/5 05:45,0.030808081
1968/1/5 06:00,0.021515152
1968/1/5 06:15,0.018181818
1968/1/5 06:30,0.015757576
1968/1/5 06:45,0.010909091
1968/1/5 07:00,0.00959596
1968/1/5 07:15,0.006868687
1968/1/5 07:30,0.005252525
1968/1/5 07:45,0.005454545
1968/1/5 08:00,0.008181818
1968/1/5 08:15,0.009292929
1968/1/5 08:30,0.007171717
1968/1/5 08:45,0.005050505
1968/1/5 09:00,0.004646465
1968/1/5 09:15,0.00020202
1968/1/5 09:30,0.002222222
1968/1/5 09:45,0.01020202
1968/1/5 10:00,0.011010101
1968/1/5 10:15,0.010505051
1968/1/5 10:30,0.00969697
1968/1/5 10:45,0.003131313
1968/1/5 11:00,0
1968/1/5 11:15,0.000505051
1968/1/5 11:30,0.00040404
1968/1/5 11:45,0.00030303
1968/1/5 12:00,0.002121212
1968/1/5 12:15,0.007474747
1968/1/5 12:30,0.025151515
1968/1/5 12:45,0.055757576
1968/1/5 13:00,0.113737374
1968/1/5 13:15,0.149090909
1968/1/5 13:30,0.193939394
1968/1/5 13:45,0.228989899
1968/1/5 14:00,0.208686869
1968/1/5 14:15,0.202525253
1968/1/5 14:30,0.238787879
1968/1/5 14:45,0.282626263
1968/1/5 15:00,0.301717172
1968/1/5 15:15,0.304242424
1968/1/5 15:30,0.305555556
1968/1/5 15:45,0.323030303
1968/1/5 16:00,0.33010101
1968/1/5 16:15,0.332626263
1968/1/5 16:30,0.364949495
1968/1/5 16:45,0.397474747
1968/1/5 17:00,0.413333333
1968/1/5 17:15,0.32020202
1968/1/5 17:30,0.248484848
1968/1/5 17:45,0.215050505
1968/1/5 18:00,0.187575758
1968/1/5 18:15,0.155656566
1968/1/5 18:30,0.140606061
1968/1/5 18:45,0.131616162
1968/1/5 19:00,0.123737374
1968/1/5 19:15,0.138888889
1968/1/5 19:30,0.169393939
1968/1/5 19:45,0.190808081
1968/1/5 20:00,0.198282828
1968/1/5 20:15,0.188484848
1968/1/5 20:30,0.166262626
1968/1/5 20:45,0.141313131
1968/1/5 21:00,0.137070707
1968/1/5 21:15,0.097575758
1968/1/5 21:30,0.098484848
1968/1/5 21:45,0.093131313
1968/1/5 22:00,0.071515152
1968/1/5 22:15,0.047171717
1968/1/5 22:30,0.043333333
1968/1/5 22:45,0.051717172
1968/1/5 23:00,0.062020202
1968/1/5 23:15,0.059191919
1968/1/5 23:30,0.073636364
1968/1/5 23:45,0.135555556
1968/1/6 00:00,0.107676768
1968/1/6 00:15,0.048181818
1968/1/6 00:30,0.042222222
1968/1/6 00:45,0.096161616
1968/1/6 01:00,0.075656566
1968/1/6 01:15,0.088585859
1968/1/6 01:30,0.093636364
1968/1/6 01:45,0.096363636
1968/1/6 02:00,0.083434343
1968/1/6 02:15,0.085555556
1968/1/6 02:30,0.095151515
1968/1/6 02:45,0.076464646
1968/1/6 03:00,0.067878788
1968/1/6 03:15,0.074141414
1968/1/6 03:30,0.056969697
1968/1/6 03:45,0.066161616
1968/1/6 04:00,0.068181818
1968/1/6 04:15,0.079090909
1968/1/6 04:30,0.074949495
1968/1/6 04:45,0.065252525
1968/1/6 05:00,0.076262626
1968/1/6 05:15,0.035757576
1968/1/6 05:30,0.041111111
1968/1/6 05:45,0.034343434
1968/1/6 06:00,0.123636364
1968/1/6 06:15,0.149393939
1968/1/6 06:30,0.073737374
1968/1/6 06:45,0.088888889
