时间,功率(MW)
1968/1/1 00:00,0
1968/1/1 00:15,0
1968/1/1 00:30,0
1968/1/1 00:45,0
1968/1/1 01:00,0
1968/1/1 01:15,0
1968/1/1 01:30,0
1968/1/1 01:45,0
1968/1/1 02:00,0
1968/1/1 02:15,0
1968/1/1 02:30,0
1968/1/1 02:45,0
1968/1/1 03:00,0
1968/1/1 03:15,0
1968/1/1 03:30,0
1968/1/1 03:45,0
1968/1/1 04:00,0
1968/1/1 04:15,0
1968/1/1 04:30,0
1968/1/1 04:45,0
1968/1/1 05:00,0
1968/1/1 05:15,0
1968/1/1 05:30,0
1968/1/1 05:45,0
1968/1/1 06:00,0
1968/1/1 06:15,0
1968/1/1 06:30,0
1968/1/1 06:45,0
1968/1/1 07:00,0.00045
1968/1/1 07:15,0.00195
1968/1/1 07:30,0.0208
1968/1/1 07:45,0.06165
1968/1/1 08:00,0.14055
1968/1/1 08:15,0.2306
1968/1/1 08:30,0.3227
1968/1/1 08:45,0.1557
1968/1/1 09:00,0.158
1968/1/1 09:15,0.19855
1968/1/1 09:30,0.2361
1968/1/1 09:45,0.2921
1968/1/1 10:00,0.32335
1968/1/1 10:15,0.3962
1968/1/1 10:30,0.60385
1968/1/1 10:45,0.44615
1968/1/1 11:00,0.53395
1968/1/1 11:15,0.7196
1968/1/1 11:30,0.72825
1968/1/1 11:45,0.7571
1968/1/1 12:00,0.7679
1968/1/1 12:15,0.4493
1968/1/1 12:30,0.3243
1968/1/1 12:45,0.5242
1968/1/1 13:00,0.38235
1968/1/1 13:15,0.4045
1968/1/1 13:30,0.52315
1968/1/1 13:45,0.40065
1968/1/1 14:00,0.25985
1968/1/1 14:15,0.1852
1968/1/1 14:30,0.3467
1968/1/1 14:45,0.34095
1968/1/1 15:00,0.2801
1968/1/1 15:15,0.4087
1968/1/1 15:30,0.22625
1968/1/1 15:45,0.15965
1968/1/1 16:00,0.16695
1968/1/1 16:15,0.3253
1968/1/1 16:30,0.19935
1968/1/1 16:45,0.19125
1968/1/1 17:00,0.1739
1968/1/1 17:15,0.08915
1968/1/1 17:30,0.0531
1968/1/1 17:45,0.02615
1968/1/1 18:00,0.00785
1968/1/1 18:15,0.0005
1968/1/1 18:30,0.00065
1968/1/1 18:45,0
1968/1/1 19:00,0
1968/1/1 19:15,0
1968/1/1 19:30,0
1968/1/1 19:45,0
1968/1/1 20:00,0
1968/1/1 20:15,0
1968/1/1 20:30,0
1968/1/1 20:45,0
1968/1/1 21:00,0
1968/1/1 21:15,0
1968/1/1 21:30,0
1968/1/1 21:45,0
1968/1/1 22:00,0
1968/1/1 22:15,0
1968/1/1 22:30,0
1968/1/1 22:45,0
1968/1/1 23:00,0
1968/1/1 23:15,0
1968/1/1 23:30,0
1968/1/1 23:45,0
1968/1/2 00:00,0
1968/1/2 00:15,0
1968/1/2 00:30,0
1968/1/2 00:45,0
1968/1/2 01:00,0
1968/1/2 01:15,0
1968/1/2 01:30,0
1968/1/2 01:45,0
1968/1/2 02:00,0
1968/1/2 02:15,0
1968/1/2 02:30,0
1968/1/2 02:45,0
1968/1/2 03:00,0
1968/1/2 03:15,0
1968/1/2 03:30,0
1968/1/2 03:45,0
1968/1/2 04:00,0
1968/1/2 04:15,0
1968/1/2 04:30,0
1968/1/2 04:45,0
1968/1/2 05:00,0
1968/1/2 05:15,0
1968/1/2 05:30,0
1968/1/2 05:45,0
1968/1/2 06:00,0
1968/1/2 06:15,0
1968/1/2 06:30,0
1968/1/2 06:45,0
1968/1/2 07:00,0.00045
1968/1/2 07:15,0.00175
1968/1/2 07:30,0.01445
1968/1/2 07:45,0.0595
1968/1/2 08:00,0.12155
1968/1/2 08:15,0.17895
1968/1/2 08:30,0.08975
1968/1/2 08:45,0.156
1968/1/2 09:00,0.29105
1968/1/2 09:15,0.4686
1968/1/2 09:30,0.5056
1968/1/2 09:45,0.57935
1968/1/2 10:00,0.6057
1968/1/2 10:15,0.6527
1968/1/2 10:30,0.6953
