,0
1969-01-01 00:00:00,0.0
1969-01-01 00:15:00,0.0
1969-01-01 00:30:00,0.0
1969-01-01 00:45:00,0.0
1969-01-01 01:00:00,0.0
1969-01-01 01:15:00,0.0
1969-01-01 01:30:00,0.0
1969-01-01 01:45:00,0.0
1969-01-01 02:00:00,0.0
1969-01-01 02:15:00,0.0
1969-01-01 02:30:00,0.0
1969-01-01 02:45:00,0.0
1969-01-01 03:00:00,0.0
1969-01-01 03:15:00,0.0
1969-01-01 03:30:00,0.0
1969-01-01 03:45:00,0.0
1969-01-01 04:00:00,0.0
1969-01-01 04:15:00,0.0
1969-01-01 04:30:00,0.0
1969-01-01 04:45:00,0.0
1969-01-01 05:00:00,0.0
1969-01-01 05:15:00,0.0
1969-01-01 05:30:00,0.0
1969-01-01 05:45:00,0.0
1969-01-01 06:00:00,0.0
1969-01-01 06:15:00,0.0
1969-01-01 06:30:00,0.0
1969-01-01 06:45:00,0.0
1969-01-01 07:00:00,0.0
1969-01-01 07:15:00,0.0
1969-01-01 07:30:00,0.0
1969-01-01 07:45:00,0.0
1969-01-01 08:00:00,0.06509733519961264
1969-01-01 08:15:00,0.08382934927659612
1969-01-01 08:30:00,0.10431243271760583
1969-01-01 08:45:00,0.1255632876898274
1969-01-01 09:00:00,0.14659861636044647
1969-01-01 09:15:00,0.1668606093673728
1969-01-01 09:30:00,0.18749341123141242
1969-01-01 09:45:00,0.21006665494409577
1969-01-01 10:00:00,0.23614997349695296
1969-01-01 10:15:00,0.2662969581829209
1969-01-01 10:30:00,0.29699703350056217
1969-01-01 10:45:00,0.3237235822498463
1969-01-01 11:00:00,0.3419499872307422
1969-01-01 11:15:00,0.3485230112945059
1969-01-01 11:30:00,0.34578293749753775
1969-01-01 11:45:00,0.3374434289475253
1969-01-01 12:00:00,0.3272181487521555
1969-01-01 12:15:00,0.3181224051161757
1969-01-01 12:30:00,0.31037808663257366
1969-01-01 12:45:00,0.30350872699139764
1969-01-01 13:00:00,0.29703785988269543
1969-01-01 13:15:00,0.2909291173669795
1969-01-01 13:30:00,0.2869065249866186
1969-01-01 13:45:00,0.28713420665444594
1969-01-01 14:00:00,0.2937762862832945
1969-01-01 14:15:00,0.30752901131542504
1969-01-01 14:30:00,0.3232171233108091
1969-01-01 14:45:00,0.33419748735884586
1969-01-01 15:00:00,0.3338269685489344
1969-01-01 15:15:00,0.3174727436877743
1969-01-01 15:30:00,0.2885432364512656
1969-01-01 15:45:00,0.2524571822326092
1969-01-01 16:00:00,0.21463331642500544
1969-01-01 16:15:00,0.17954349122860844
1969-01-01 16:30:00,0.14787202607138555
1969-01-01 16:45:00,0.11935635718825803
1969-01-01 17:00:00,0.0
1969-01-01 17:15:00,0.0
1969-01-01 17:30:00,0.0
1969-01-01 17:45:00,0.0
1969-01-01 18:00:00,0.0
1969-01-01 18:15:00,0.0
1969-01-01 18:30:00,0.0
1969-01-01 18:45:00,0.0
1969-01-01 19:00:00,0.0
1969-01-01 19:15:00,0.0
1969-01-01 19:30:00,0.0
1969-01-01 19:45:00,0.0
1969-01-01 20:00:00,0.0
1969-01-01 20:15:00,0.0
1969-01-01 20:30:00,0.0
1969-01-01 20:45:00,0.0
1969-01-01 21:00:00,0.0
1969-01-01 21:15:00,0.0
1969-01-01 21:30:00,0.0
1969-01-01 21:45:00,0.0
1969-01-01 22:00:00,0.0
1969-01-01 22:15:00,0.0
1969-01-01 22:30:00,0.0
1969-01-01 22:45:00,0.0
1969-01-01 23:00:00,0.0
1969-01-01 23:15:00,0.0
1969-01-01 23:30:00,0.0
1969-01-01 23:45:00,0.0
1969-01-02 00:00:00,0.0
1969-01-02 00:15:00,0.0
1969-01-02 00:30:00,0.0
1969-01-02 00:45:00,0.0
1969-01-02 01:00:00,0.0
1969-01-02 01:15:00,0.0
1969-01-02 01:30:00,0.0
1969-01-02 01:45:00,0.0
1969-01-02 02:00:00,0.0
1969-01-02 02:15:00,0.0
1969-01-02 02:30:00,0.0
1969-01-02 02:45:00,0.0
1969-01-02 03:00:00,0.0
1969-01-02 03:15:00,0.0
1969-01-02 03:30:00,0.0
1969-01-02 03:45:00,0.0
1969-01-02 04:00:00,0.0
1969-01-02 04:15:00,0.0
1969-01-02 04:30:00,0.0
1969-01-02 04:45:00,0.0
1969-01-02 05:00:00,0.0
1969-01-02 05:15:00,0.0
1969-01-02 05:30:00,0.0
1969-01-02 05:45:00,0.0
1969-01-02 06:00:00,0.0
1969-01-02 06:15:00,0.0
1969-01-02 06:30:00,0.0
1969-01-02 06:45:00,0.0
1969-01-02 07:00:00,0.0
1969-01-02 07:15:00,0.0
1969-01-02 07:30:00,0.0
1969-01-02 07:45:00,0.0
1969-01-02 08:00:00,0.07228132513861316
1969-01-02 08:15:00,0.09476902727868469
1969-01-02 08:30:00,0.11848751445215093
1969-01-02 08:45:00,0.14050821990788182
1969-01-02 09:00:00,0.1579025768947472
1969-01-02 09:15:00,0.16916289579579363
1969-01-02 09:30:00,0.1784649955307735
1969-01-02 09:45:00,0.19140557215361598
1969-01-02 10:00:00,0.21358132171825
1969-01-02 10:15:00,0.24842458097455059
1969-01-02 10:30:00,0.2907102494561754
1969-01-02 10:45:00,0.33304886739272843
1969-01-02 11:00:00,0.36805097501381295
1969-01-02 11:15:00,0.39011742552103884
1969-01-02 11:30:00,0.40081032400403854
1969-01-02 11:45:00,0.403482088524451
1969-01-02 12:00:00,0.40148513714391454
1969-01-02 12:15:00,0.397907016014121
1969-01-02 12:30:00,0.3947757836469732
1969-01-02 12:45:00,0.3938546266444276
1969-01-02 13:00:00,0.39690673160844
1969-01-02 13:15:00,0.40484287248529893
1969-01-02 13:30:00,0.4151641725986215
1969-01-02 13:45:00,0.42451934261635743
1969-01-02 14:00:00,0.42955709320645596
1969-01-02 14:15:00,0.42759576216645284
1969-01-02 14:30:00,0.4186321958122274
1969-01-02 14:45:00,0.40333286758924547
1969-01-02 15:00:00,0.3823642509429724
1969-01-02 15:15:00,0.3564758404064842
1969-01-02 15:30:00,0.32674921486329794
1969-01-02 15:45:00,0.29434897428454115
1969-01-02 16:00:00,0.26043971864134113
1969-01-02 16:15:00,0.2261145257791039
1969-01-02 16:30:00,0.19218038504034912
1969-01-02 16:45:00,0.15937276364187514
1969-01-02 17:00:00,0.0
1969-01-02 17:15:00,0.0
1969-01-02 17:30:00,0.0
1969-01-02 17:45:00,0.0
1969-01-02 18:00:00,0.0
1969-01-02 18:15:00,0.0
1969-01-02 18:30:00,0.0
1969-01-02 18:45:00,0.0
1969-01-02 19:00:00,0.0
1969-01-02 19:15:00,0.0
1969-01-02 19:30:00,0.0
1969-01-02 19:45:00,0.0
1969-01-02 20:00:00,0.0
1969-01-02 20:15:00,0.0
1969-01-02 20:30:00,0.0
1969-01-02 20:45:00,0.0
1969-01-02 21:00:00,0.0
1969-01-02 21:15:00,0.0
1969-01-02 21:30:00,0.0
1969-01-02 21:45:00,0.0
1969-01-02 22:00:00,0.0
1969-01-02 22:15:00,0.0
1969-01-02 22:30:00,0.0
1969-01-02 22:45:00,0.0
1969-01-02 23:00:00,0.0
1969-01-02 23:15:00,0.0
1969-01-02 23:30:00,0.0
1969-01-02 23:45:00,0.0
1969-01-03 00:00:00,0.0
1969-01-03 00:15:00,0.0
1969-01-03 00:30:00,0.0
1969-01-03 00:45:00,0.0
1969-01-03 01:00:00,0.0
1969-01-03 01:15:00,0.0
1969-01-03 01:30:00,0.0
1969-01-03 01:45:00,0.0
1969-01-03 02:00:00,0.0
1969-01-03 02:15:00,0.0
1969-01-03 02:30:00,0.0
1969-01-03 02:45:00,0.0
1969-01-03 03:00:00,0.0
1969-01-03 03:15:00,0.0
1969-01-03 03:30:00,0.0
1969-01-03 03:45:00,0.0
1969-01-03 04:00:00,0.0
1969-01-03 04:15:00,0.0
1969-01-03 04:30:00,0.0
1969-01-03 04:45:00,0.0
1969-01-03 05:00:00,0.0
1969-01-03 05:15:00,0.0
1969-01-03 05:30:00,0.0
1969-01-03 05:45:00,0.0
1969-01-03 06:00:00,0.0
1969-01-03 06:15:00,0.0
1969-01-03 06:30:00,0.0
1969-01-03 06:45:00,0.0
1969-01-03 07:00:00,0.0
1969-01-03 07:15:00,0.0
1969-01-03 07:30:00,0.0
1969-01-03 07:45:00,0.0
1969-01-03 08:00:00,0.11482675611841907
1969-01-03 08:15:00,0.14545497044217592
1969-01-03 08:30:00,0.18044735251223076
1969-01-03 08:45:00,0.2210800732753667
1969-01-03 09:00:00,0.2686293036783665
1969-01-03 09:15:00,0.32355221127030154
1969-01-03 09:30:00,0.38302995000939477
1969-01-03 09:45:00,0.443424670456158
1969-01-03 10:00:00,0.5010985231711023
1969-01-03 10:15:00,0.5529962385227862
1969-01-03 10:30:00,0.598392866111954
1969-01-03 10:45:00,0.6371460353473978
1969-01-03 11:00:00,0.6691133756379083
1969-01-03 11:15:00,0.6943262149787648
1969-01-03 11:30:00,0.7135106757111934
1969-01-03 11:45:00,0.7275665787629085
1969-01-03 12:00:00,0.7373937450616234
1969-01-03 12:15:00,0.7437882965447924
1969-01-03 12:30:00,0.7471315591888289
1969-01-03 12:45:00,0.7477011599798871
1969-01-03 13:00:00,0.7457747259041204
1969-01-03 13:15:00,0.7413150040811665
1969-01-03 13:30:00,0.7330252221645954
1969-01-03 13:45:00,0.7192937279414613
1969-01-03 14:00:00,0.6985088691988175
1969-01-03 14:15:00,0.6696800030168042
1969-01-03 14:30:00,0.6343005236479036
1969-01-03 14:45:00,0.5944848346376845
1969-01-03 15:00:00,0.5523473395317151
1969-01-03 15:15:00,0.5095703302095546
1969-01-03 15:30:00,0.46610765188672165
1969-01-03 15:45:00,0.42148103811272636
1969-01-03 16:00:00,0.375212222437078
1969-01-03 16:15:00,0.3271543705887616
1969-01-03 16:30:00,0.2784863770146626
1969-01-03 16:45:00,0.2307185683411418
1969-01-03 17:00:00,0.0
1969-01-03 17:15:00,0.0
1969-01-03 17:30:00,0.0
1969-01-03 17:45:00,0.0
1969-01-03 18:00:00,0.0
1969-01-03 18:15:00,0.0
1969-01-03 18:30:00,0.0
1969-01-03 18:45:00,0.0
1969-01-03 19:00:00,0.0
1969-01-03 19:15:00,0.0
1969-01-03 19:30:00,0.0
1969-01-03 19:45:00,0.0
1969-01-03 20:00:00,0.0
1969-01-03 20:15:00,0.0
1969-01-03 20:30:00,0.0
1969-01-03 20:45:00,0.0
1969-01-03 21:00:00,0.0
1969-01-03 21:15:00,0.0
1969-01-03 21:30:00,0.0
1969-01-03 21:45:00,0.0
1969-01-03 22:00:00,0.0
1969-01-03 22:15:00,0.0
1969-01-03 22:30:00,0.0
1969-01-03 22:45:00,0.0
1969-01-03 23:00:00,0.0
1969-01-03 23:15:00,0.0
1969-01-03 23:30:00,0.0
1969-01-03 23:45:00,0.0
1969-01-04 00:00:00,0.0
1969-01-04 00:15:00,0.0
1969-01-04 00:30:00,0.0
1969-01-04 00:45:00,0.0
1969-01-04 01:00:00,0.0
1969-01-04 01:15:00,0.0
1969-01-04 01:30:00,0.0
1969-01-04 01:45:00,0.0
1969-01-04 02:00:00,0.0
1969-01-04 02:15:00,0.0
1969-01-04 02:30:00,0.0
1969-01-04 02:45:00,0.0
1969-01-04 03:00:00,0.0
1969-01-04 03:15:00,0.0
1969-01-04 03:30:00,0.0
1969-01-04 03:45:00,0.0
1969-01-04 04:00:00,0.0
1969-01-04 04:15:00,0.0
1969-01-04 04:30:00,0.0
1969-01-04 04:45:00,0.0
1969-01-04 05:00:00,0.0
1969-01-04 05:15:00,0.0
1969-01-04 05:30:00,0.0
1969-01-04 05:45:00,0.0
1969-01-04 06:00:00,0.0
1969-01-04 06:15:00,0.0
1969-01-04 06:30:00,0.0
1969-01-04 06:45:00,0.0
1969-01-04 07:00:00,0.0
1969-01-04 07:15:00,0.0
1969-01-04 07:30:00,0.0
1969-01-04 07:45:00,0.0
1969-01-04 08:00:00,0.11018776480158665
1969-01-04 08:15:00,0.14422068810863567
1969-01-04 08:30:00,0.18256512784000653
1969-01-04 08:45:00,0.22463345101312984
1969-01-04 09:00:00,0.26983802464543605
1969-01-04 09:15:00,0.3175536336680122
1969-01-04 09:30:00,0.3670047346665704
1969-01-04 09:45:00,0.41737820214047955
1969-01-04 10:00:00,0.46786091058910817
1969-01-04 10:15:00,0.5174681228885727
1969-01-04 10:30:00,0.5645286554219778
1969-01-04 10:45:00,0.6071997129491769
1969-01-04 11:00:00,0.643638500230022
1969-01-04 11:15:00,0.6724939240244644
1969-01-04 11:30:00,0.6943816990928452
1969-01-04 11:45:00,0.710409242195605
1969-01-04 12:00:00,0.7216839700931832
1969-01-04 12:15:00,0.7291911117765186
1969-01-04 12:30:00,0.7334271451585438
1969-01-04 12:45:00,0.734766360382691
1969-01-04 13:00:00,0.733583047592391
1969-01-04 13:15:00,0.729869240021235
1969-01-04 13:30:00,0.7220879432634468
1969-01-04 13:45:00,0.7083199060034107
1969-01-04 14:00:00,0.6866458769255094
1969-01-04 14:15:00,0.6558871291825881
1969-01-04 14:30:00,0.6178270338013347
1969-01-04 14:45:00,0.5749894862768995
1969-01-04 15:00:00,0.5298983821044319
1969-01-04 15:15:00,0.4845977462845597
1969-01-04 15:30:00,0.4392121218398224
1969-01-04 15:45:00,0.3933861812982377
1969-01-04 16:00:00,0.3467645971878231
1969-01-04 16:15:00,0.2992786586288787
1969-01-04 16:30:00,0.2520061211108332
1969-01-04 16:45:00,0.20631135671539833
1969-01-04 17:00:00,0.0
1969-01-04 17:15:00,0.0
1969-01-04 17:30:00,0.0
1969-01-04 17:45:00,0.0
1969-01-04 18:00:00,0.0
1969-01-04 18:15:00,0.0
1969-01-04 18:30:00,0.0
1969-01-04 18:45:00,0.0
1969-01-04 19:00:00,0.0
1969-01-04 19:15:00,0.0
1969-01-04 19:30:00,0.0
1969-01-04 19:45:00,0.0
1969-01-04 20:00:00,0.0
1969-01-04 20:15:00,0.0
1969-01-04 20:30:00,0.0
1969-01-04 20:45:00,0.0
1969-01-04 21:00:00,0.0
1969-01-04 21:15:00,0.0
1969-01-04 21:30:00,0.0
1969-01-04 21:45:00,0.0
1969-01-04 22:00:00,0.0
1969-01-04 22:15:00,0.0
1969-01-04 22:30:00,0.0
1969-01-04 22:45:00,0.0
1969-01-04 23:00:00,0.0
1969-01-04 23:15:00,0.0
1969-01-04 23:30:00,0.0
1969-01-04 23:45:00,0.0
1969-01-05 00:00:00,0.0
1969-01-05 00:15:00,0.0
1969-01-05 00:30:00,0.0
1969-01-05 00:45:00,0.0
1969-01-05 01:00:00,0.0
1969-01-05 01:15:00,0.0
1969-01-05 01:30:00,0.0
1969-01-05 01:45:00,0.0
1969-01-05 02:00:00,0.0
1969-01-05 02:15:00,0.0
1969-01-05 02:30:00,0.0
1969-01-05 02:45:00,0.0
1969-01-05 03:00:00,0.0
1969-01-05 03:15:00,0.0
1969-01-05 03:30:00,0.0
1969-01-05 03:45:00,0.0
1969-01-05 04:00:00,0.0
1969-01-05 04:15:00,0.0
1969-01-05 04:30:00,0.0
1969-01-05 04:45:00,0.0
1969-01-05 05:00:00,0.0
1969-01-05 05:15:00,0.0
1969-01-05 05:30:00,0.0
1969-01-05 05:45:00,0.0
1969-01-05 06:00:00,0.0
1969-01-05 06:15:00,0.0
1969-01-05 06:30:00,0.0
1969-01-05 06:45:00,0.0
1969-01-05 07:00:00,0.0
1969-01-05 07:15:00,0.0
1969-01-05 07:30:00,0.0
1969-01-05 07:45:00,0.0
1969-01-05 08:00:00,0.09320298101509347
1969-01-05 08:15:00,0.1196983697827854
1969-01-05 08:30:00,0.1498867955610635
1969-01-05 08:45:00,0.18447839047818368
1969-01-05 09:00:00,0.2241832866624017
1969-01-05 09:15:00,0.26887648640898176
1969-01-05 09:30:00,0.3150924726812204
1969-01-05 09:45:00,0.358530598609423
1969-01-05 10:00:00,0.3948902173238943
1969-01-05 10:15:00,0.42156995044846907
1969-01-05 10:30:00,0.44276549358110034
1969-01-05 10:45:00,0.46437181081327106
1969-01-05 11:00:00,0.4922838662364639
1969-01-05 11:15:00,0.530185774391494
1969-01-05 11:30:00,0.5729182516165033
1969-01-05 11:45:00,0.6131111646989675
1969-01-05 12:00:00,0.6433943804263607
1969-01-05 12:15:00,0.6584605688452349
1969-01-05 12:30:00,0.6612536130384484
1969-01-05 12:45:00,0.6567801993479372
1969-01-05 13:00:00,0.6500470141156364
1969-01-05 13:15:00,0.6445679571577426
1969-01-05 13:30:00,0.637885782187493
1969-01-05 13:45:00,0.6260504563923863
1969-01-05 14:00:00,0.6051119469599202
1969-01-05 14:15:00,0.5725881930498598
1969-01-05 14:30:00,0.5318690217110341
1969-01-05 14:45:00,0.48781223196453993
1969-01-05 15:00:00,0.4452756228314729
1969-01-05 15:15:00,0.40788953556858415
1969-01-05 15:30:00,0.37437448037524285
1969-01-05 15:45:00,0.34222350968647325
1969-01-05 16:00:00,0.3089296759372996
1969-01-05 16:15:00,0.27268128281099585
1969-01-05 16:30:00,0.23444763898383428
1969-01-05 16:45:00,0.19589330438033742
1969-01-05 17:00:00,0.0
1969-01-05 17:15:00,0.0
1969-01-05 17:30:00,0.0
1969-01-05 17:45:00,0.0
1969-01-05 18:00:00,0.0
1969-01-05 18:15:00,0.0
1969-01-05 18:30:00,0.0
1969-01-05 18:45:00,0.0
1969-01-05 19:00:00,0.0
1969-01-05 19:15:00,0.0
1969-01-05 19:30:00,0.0
1969-01-05 19:45:00,0.0
1969-01-05 20:00:00,0.0
1969-01-05 20:15:00,0.0
1969-01-05 20:30:00,0.0
1969-01-05 20:45:00,0.0
1969-01-05 21:00:00,0.0
1969-01-05 21:15:00,0.0
1969-01-05 21:30:00,0.0
1969-01-05 21:45:00,0.0
1969-01-05 22:00:00,0.0
1969-01-05 22:15:00,0.0
1969-01-05 22:30:00,0.0
1969-01-05 22:45:00,0.0
1969-01-05 23:00:00,0.0
1969-01-05 23:15:00,0.0
1969-01-05 23:30:00,0.0
1969-01-05 23:45:00,0.0
1969-01-06 00:00:00,0.0
1969-01-06 00:15:00,0.0
1969-01-06 00:30:00,0.0
1969-01-06 00:45:00,0.0
1969-01-06 01:00:00,0.0
1969-01-06 01:15:00,0.0
1969-01-06 01:30:00,0.0
1969-01-06 01:45:00,0.0
1969-01-06 02:00:00,0.0
1969-01-06 02:15:00,0.0
1969-01-06 02:30:00,0.0
1969-01-06 02:45:00,0.0
1969-01-06 03:00:00,0.0
1969-01-06 03:15:00,0.0
1969-01-06 03:30:00,0.0
1969-01-06 03:45:00,0.0
1969-01-06 04:00:00,0.0
1969-01-06 04:15:00,0.0
1969-01-06 04:30:00,0.0
1969-01-06 04:45:00,0.0
1969-01-06 05:00:00,0.0
1969-01-06 05:15:00,0.0
1969-01-06 05:30:00,0.0
1969-01-06 05:45:00,0.0
1969-01-06 06:00:00,0.0
1969-01-06 06:15:00,0.0
1969-01-06 06:30:00,0.0
1969-01-06 06:45:00,0.0
1969-01-06 07:00:00,0.0
1969-01-06 07:15:00,0.0
1969-01-06 07:30:00,0.0
1969-01-06 07:45:00,0.0
1969-01-06 08:00:00,0.11294012151612304
1969-01-06 08:15:00,0.1440013670020471
1969-01-06 08:30:00,0.18005084081868242
1969-01-06 08:45:00,0.2233263588209265
1969-01-06 09:00:00,0.2760657368636765
1969-01-06 09:15:00,0.3390743609781425
1969-01-06 09:30:00,0.40742789790078315
1969-01-06 09:45:00,0.4747695845443702
1969-01-06 10:00:00,0.5347426578216747
1969-01-06 10:15:00,0.5825468066561316
1969-01-06 10:30:00,0.6196075280138266
1969-01-06 10:45:00,0.6489067708715093
1969-01-06 11:00:00,0.673426484205929
1969-01-06 11:15:00,0.6954899655579041
1969-01-06 11:30:00,0.714785906724528
1969-01-06 11:45:00,0.7303443480669637
1969-01-06 12:00:00,0.7411953299463732
1969-01-06 12:15:00,0.746788948919543
1969-01-06 12:30:00,0.7482555263257507
1969-01-06 12:45:00,0.7471454396998981
1969-01-06 13:00:00,0.7450090665768863
