,0
1969-01-01 00:00:00,0.005920830196554843
1969-01-01 00:15:00,0.03430276142129498
1969-01-01 00:30:00,0.05298934459549623
1969-01-01 00:45:00,0.0637272592238379
1969-01-01 01:00:00,0.0682631848109993
1969-01-01 01:15:00,0.06834380086165973
1969-01-01 01:30:00,0.06571578688049853
1969-01-01 01:45:00,0.062125822372194994
1969-01-01 02:00:00,0.05932058684142844
1969-01-01 02:15:00,0.058499544304928666
1969-01-01 02:30:00,0.058673296827627446
1969-01-01 02:45:00,0.05830523098650708
1969-01-01 03:00:00,0.05585873335854981
1969-01-01 03:15:00,0.05038063591358836
1969-01-01 03:30:00,0.04325155219285709
1969-01-01 03:45:00,0.03643554113044087
1969-01-01 04:00:00,0.03189666166042448
1969-01-01 04:15:00,0.030920276790019945
1969-01-01 04:30:00,0.032076965818947985
1969-01-01 04:45:00,0.033258612120056506
1969-01-01 05:00:00,0.03235709906619341
1969-01-01 05:15:00,0.02802990622323505
1969-01-01 05:30:00,0.021996897929171484
1969-01-01 05:45:00,0.016743534715021244
1969-01-01 06:00:00,0.014755277111802832
1969-01-01 06:15:00,0.017630470527889613
1969-01-01 06:30:00,0.023418999881074293
1969-01-01 06:45:00,0.02928363496650445
1969-01-01 07:00:00,0.03238714557932762
1969-01-01 07:15:00,0.030739480739153037
1969-01-01 07:30:00,0.025739306363436538
1969-01-01 07:45:00,0.01963246759409566
1969-01-01 08:00:00,0.014664809573047883
1969-01-01 08:15:00,0.012512617555974761
1969-01-01 08:30:00,0.012573937253613898
1969-01-01 08:45:00,0.013677254490466938
1969-01-01 09:00:00,0.014651055091035514
1969-01-01 09:15:00,0.014595350791640711
1969-01-01 09:30:00,0.013696256975881402
1969-01-01 09:45:00,0.012411414939175906
1969-01-01 10:00:00,0.011198465976942538
1969-01-01 10:15:00,0.010544974314147873
1969-01-01 10:30:00,0.011058195893951456
1969-01-01 10:45:00,0.0133753095890611
1969-01-01 11:00:00,0.018133494272184594
1969-01-01 11:15:00,0.025721004509428224
1969-01-01 11:30:00,0.0355303976404921
1969-01-01 11:45:00,0.04670530669847485
1969-01-01 12:00:00,0.05838936471647502
1969-01-01 12:15:00,0.06987357049702915
1969-01-01 12:30:00,0.08103838592042518
1969-01-01 12:45:00,0.09191163863638907
1969-01-01 13:00:00,0.10252115629464664
1969-01-01 13:15:00,0.11277552392190748
1969-01-01 13:30:00,0.12210635605281563
1969-01-01 13:45:00,0.1298260245989989
1969-01-01 14:00:00,0.13524690147208496
1969-01-01 14:15:00,0.13806282148122928
1969-01-01 14:30:00,0.13949347102569798
1969-01-01 14:45:00,0.14113999940228517
1969-01-01 15:00:00,0.14460355590778456
1969-01-01 15:15:00,0.15080187496860623
1969-01-01 15:30:00,0.157919031529624
1969-01-01 15:45:00,0.1634556856653279
1969-01-01 16:00:00,0.16491249745020778
1969-01-01 16:15:00,0.16077218586249
1969-01-01 16:30:00,0.15344570549534595
1969-01-01 16:45:00,0.14632606984568364
1969-01-01 17:00:00,0.14280629241041073
1969-01-01 17:15:00,0.14486876509145377
1969-01-01 17:30:00,0.14885339341081327
1969-01-01 17:45:00,0.14968946129550856
1969-01-01 18:00:00,0.14230625267255861
1969-01-01 18:15:00,0.12386630030544475
1969-01-01 18:30:00,0.1004651323034955
1969-01-01 18:45:00,0.08043152561250155
1969-01-01 19:00:00,0.07209425717825345
1969-01-01 19:15:00,0.08102602318926327
1969-01-01 19:30:00,0.1017751968049287
1969-01-01 19:45:00,0.126134070427369
1969-01-01 20:00:00,0.14589493645870322
1969-01-01 20:15:00,0.15465986183919236
1969-01-01 20:30:00,0.15327001166166423
1969-01-01 20:45:00,0.1443763255570884
1969-01-01 21:00:00,0.13062974315643439
1969-01-01 21:15:00,0.11470572820991394
1969-01-01 21:30:00,0.09937784094470721
1969-01-01 21:45:00,0.08744416570723669
1969-01-01 22:00:00,0.0817027868439247
1969-01-01 22:15:00,0.08371011297232392
1969-01-01 22:30:00,0.09005584979450812
1969-01-01 22:45:00,0.09608802728368143
1969-01-01 23:00:00,0.09715467541304788
1969-01-01 23:15:00,0.08998170369767562
1969-01-01 23:30:00,0.07680653982008864
1969-01-01 23:45:00,0.061244491004675126
1969-01-02 00:00:00,0.04691086447582312
1969-01-02 00:15:00,0.03676488270742021
1969-01-02 00:30:00,0.031141429171351764
1969-01-02 00:45:00,0.02971930258900267
1969-01-02 01:00:00,0.03217730168175777
1969-01-02 01:15:00,0.03798767899733651
1969-01-02 01:30:00,0.04579650238879654
1969-01-02 01:45:00,0.05404329353553011
1969-01-02 02:00:00,0.061167574116929434
1969-01-02 02:15:00,0.06591954339836581
1969-01-02 02:30:00,0.0682921109891266
1969-01-02 02:45:00,0.06858886408447822
1969-01-02 03:00:00,0.06711338987968703
1969-01-02 03:15:00,0.06429031159742737
1969-01-02 03:30:00,0.06102839657000482
1969-01-02 03:45:00,0.058357448157132855
1969-01-02 04:00:00,0.05730726971852491
1969-01-02 04:15:00,0.05857501372429031
1969-01-02 04:30:00,0.06152722908612139
1969-01-02 04:45:00,0.0651978138261064
1969-01-02 05:00:00,0.06862066596633348
1969-01-02 05:15:00,0.07107159163246682
1969-01-02 05:30:00,0.07279402936447418
1969-01-02 05:45:00,0.07427332580589946
1969-01-02 06:00:00,0.07599482760028631
1969-01-02 06:15:00,0.07842748812681674
1969-01-02 06:30:00,0.08197468770722517
1969-01-02 06:45:00,0.08702341339888427
1969-01-02 07:00:00,0.09396065225916655
1969-01-02 07:15:00,0.10283631501253983
1969-01-02 07:30:00,0.11235200705185175
1969-01-02 07:45:00,0.12087225743704529
1969-01-02 08:00:00,0.12676159522806316
1969-01-02 08:15:00,0.1289556818215101
1969-01-02 08:30:00,0.12867470796063737
1969-01-02 08:45:00,0.12770999672535818
1969-01-02 09:00:00,0.12785287119558558
1969-01-02 09:15:00,0.13048196014721533
1969-01-02 09:30:00,0.13532511514007284
1969-01-02 09:45:00,0.14169749342996632
1969-01-02 10:00:00,0.14891425227270372
1969-01-02 10:15:00,0.1562997025486124
1969-01-02 10:30:00,0.16321476963609616
1969-01-02 10:45:00,0.16902953253807823
1969-01-02 11:00:00,0.17311407025748163
1969-01-02 11:15:00,0.17523285316776277
1969-01-02 11:30:00,0.1767279171245103
1969-01-02 11:45:00,0.17933568935384644
1969-01-02 12:00:00,0.18479259708189294
1969-01-02 12:15:00,0.194182604827849
1969-01-02 12:30:00,0.20597982628322115
1969-01-02 12:45:00,0.21800591243259337
1969-01-02 13:00:00,0.22808251426054915
1969-01-02 13:15:00,0.23451414641359825
1969-01-02 13:30:00,0.23753677818595306
1969-01-02 13:45:00,0.23786924253375208
1969-01-02 14:00:00,0.23623037241313355
1969-01-02 14:15:00,0.2331946311261688
1969-01-02 14:30:00,0.22875900335866003
1969-01-02 14:45:00,0.2227761041423425
1969-01-02 15:00:00,0.21509854850895116
1969-01-02 15:15:00,0.20606127105510352
1969-01-02 15:30:00,0.19792848463694496
1969-01-02 15:45:00,0.19344672167550345
1969-01-02 16:00:00,0.19536251459180654
1969-01-02 16:15:00,0.2047993595143049
1969-01-02 16:30:00,0.21638860740113938
1969-01-02 16:45:00,0.22313857291787392
1969-01-02 17:00:00,0.21805757073007212
1969-01-02 17:15:00,0.19685822625860194
1969-01-02 17:30:00,0.16607040794554687
1969-01-02 17:45:00,0.13492829498829473
1969-01-02 18:00:00,0.1126660665842331
1969-01-02 18:15:00,0.10583600393453453
1969-01-02 18:30:00,0.11026279625551
1969-01-02 18:45:00,0.11908923476725537
1969-01-02 19:00:00,0.12545811068986637
1969-01-02 19:15:00,0.12425128115313372
1969-01-02 19:30:00,0.11730686692562706
1969-01-02 19:45:00,0.10820205468561109
1969-01-02 20:00:00,0.10051403111135024
1969-01-02 20:15:00,0.09690726204307183
1969-01-02 20:30:00,0.09639532996885346
1969-01-02 20:45:00,0.09707909653873555
