,0
1969-01-01 00:00:00,0.4395913779735565
1969-01-01 00:15:00,0.5063953368450813
1969-01-01 00:30:00,0.5426321294605436
1969-01-01 00:45:00,0.5544844515641528
1969-01-01 01:00:00,0.5481349989001174
1969-01-01 01:15:00,0.529766467212646
1969-01-01 01:30:00,0.5055615522459475
1969-01-01 01:45:00,0.48170294974423056
1969-01-01 02:00:00,0.464373355451704
1969-01-01 02:15:00,0.45832078182100855
1969-01-01 02:30:00,0.46236609928880174
1969-01-01 02:45:00,0.47379975440895994
1969-01-01 03:00:00,0.4899121918853926
1969-01-01 03:15:00,0.5080256681137975
1969-01-01 03:30:00,0.5255960044322397
1969-01-01 03:45:00,0.5401140706044714
1969-01-01 04:00:00,0.5490707365349711
1969-01-01 04:15:00,0.550328347528383
1969-01-01 04:30:00,0.5433343403195307
1969-01-01 04:45:00,0.527958855179029
1969-01-01 05:00:00,0.5040720363374169
1969-01-01 05:15:00,0.4730080219199968
1969-01-01 05:30:00,0.4424496513170344
1969-01-01 05:45:00,0.4218003115486965
1969-01-01 06:00:00,0.4204634206246354
1969-01-01 06:15:00,0.4443260756483898
1969-01-01 06:30:00,0.4837779673373998
1969-01-01 06:45:00,0.5249406853097475
1969-01-01 07:00:00,0.5539356884052539
1969-01-01 07:15:00,0.5602372581135892
1969-01-01 07:30:00,0.5483376108190544
1969-01-01 07:45:00,0.5269320885866497
1969-01-01 08:00:00,0.5047162348382908
1969-01-01 08:15:00,0.4886213973213199
1969-01-01 08:30:00,0.47754772402808354
1969-01-01 08:45:00,0.46811123329984355
1969-01-01 09:00:00,0.45692778264015
1969-01-01 09:15:00,0.4419639764119639
1969-01-01 09:30:00,0.427435948179899
1969-01-01 09:45:00,0.4193659931449825
1969-01-01 10:00:00,0.42377658483775676
1969-01-01 10:15:00,0.4445306929230629
1969-01-01 10:30:00,0.4753364420443009
1969-01-01 10:45:00,0.5069197234100841
1969-01-01 11:00:00,0.5300060304260886
1969-01-01 11:15:00,0.5373840709542105
1969-01-01 11:30:00,0.531703455731508
1969-01-01 11:45:00,0.5185564098705548
1969-01-01 12:00:00,0.5035356730852188
1969-01-01 12:15:00,0.4915810350343009
1969-01-01 12:30:00,0.48446043288491686
1969-01-01 12:45:00,0.4829800439580601
