<<<<<<< HEAD
,predicted_power
1969-01-01 00:00:00,0.019669174684926682
1969-01-01 01:00:00,0.019525622144349317
1969-01-01 02:00:00,0.03564472550323513
1969-01-01 03:00:00,0.05194342750981163
1969-01-01 04:00:00,0.04827370139605223
1969-01-01 05:00:00,0.049087784387095136
1969-01-01 06:00:00,0.04757701978041237
1969-01-01 07:00:00,0.03828754292029177
1969-01-01 08:00:00,0.03184880272715012
1969-01-01 09:00:00,0.028321031086356634
1969-01-01 10:00:00,0.027444097746604074
1969-01-01 11:00:00,0.024770460471803268
1969-01-01 12:00:00,0.03798266946092033
1969-01-01 13:00:00,0.07188218000936648
1969-01-01 14:00:00,0.0726464196991399
1969-01-01 15:00:00,0.06882506230550899
1969-01-01 16:00:00,0.07713727157161465
1969-01-01 17:00:00,0.08529488350974673
1969-01-01 18:00:00,0.13113177800803943
1969-01-01 19:00:00,0.17750327566991453
1969-01-01 20:00:00,0.21422586397025073
1969-01-01 21:00:00,0.24530951796674894
1969-01-01 22:00:00,0.2762225875880276
1969-01-01 23:00:00,0.2660975184721173
1969-01-02 00:00:00,0.2371535788548899
1969-01-02 01:00:00,0.2283334203043717
1969-01-02 02:00:00,0.2608165142311917
1969-01-02 03:00:00,0.30378458841489564
1969-01-02 04:00:00,0.337314364184816
1969-01-02 05:00:00,0.3349301693207827
1969-01-02 06:00:00,0.3484634811421927
1969-01-02 07:00:00,0.3813550372562666
1969-01-02 08:00:00,0.4195600095730953
1969-01-02 09:00:00,0.5108692296712009
1969-01-02 10:00:00,0.5577043145682066
1969-01-02 11:00:00,0.39156037910635566
1969-01-02 12:00:00,0.2811776681574372
1969-01-02 13:00:00,0.18926540717455143
1969-01-02 14:00:00,0.16176858070430383
1969-01-02 15:00:00,0.1507367796198022
1969-01-02 16:00:00,0.17502167527338644
1969-01-02 17:00:00,0.21073608282192938
1969-01-02 18:00:00,0.25994992357184793
1969-01-02 19:00:00,0.3292426646348441
1969-01-02 20:00:00,0.5350075441379714
1969-01-02 21:00:00,0.6164198947521503
1969-01-02 22:00:00,0.640726651768861
1969-01-02 23:00:00,0.4117212216801568
1969-01-03 00:00:00,0.2961890769727039
1969-01-03 01:00:00,0.22542039902984112
1969-01-03 02:00:00,0.1866349925001975
1969-01-03 03:00:00,0.1772117536156138
1969-01-03 04:00:00,0.17744105903474852
1969-01-03 05:00:00,0.18852325952728188
1969-01-03 06:00:00,0.20416421507504381
1969-01-03 07:00:00,0.19854389551722662
1969-01-03 08:00:00,0.20016391562879982
1969-01-03 09:00:00,0.1937216998934833
1969-01-03 10:00:00,0.15210271527389888
1969-01-03 11:00:00,0.056096309921657504
1969-01-03 12:00:00,0.06255375460158219
1969-01-03 13:00:00,0.04568177431601286
1969-01-03 14:00:00,0.03716870308854575
1969-01-03 15:00:00,0.018277021074545898
1969-01-03 16:00:00,0.01173628643844783
1969-01-03 17:00:00,0.007677949006352834
1969-01-03 18:00:00,0.008277780388592998
1969-01-03 19:00:00,0.023410955214736618
1969-01-03 20:00:00,0.014372830492411285
1969-01-03 21:00:00,0.009618814741200436
1969-01-03 22:00:00,0.01776561755637622
1969-01-03 23:00:00,0.030641070092244645
1969-01-04 00:00:00,0.07552836192103558
1969-01-04 01:00:00,0.11176283577152518
1969-01-04 02:00:00,0.07438800020857941
1969-01-04 03:00:00,0.05305741321112249
1969-01-04 04:00:00,0.07142472146129578
1969-01-04 05:00:00,0.09464294208646712
1969-01-04 06:00:00,0.2539700800350667
1969-01-04 07:00:00,0.4206040277591571
1969-01-04 08:00:00,0.5502549031319373
1969-01-04 09:00:00,0.6239467500539009
1969-01-04 10:00:00,0.628022549933799
1969-01-04 11:00:00,0.517456029631944
1969-01-04 12:00:00,0.3336856719184485
1969-01-04 13:00:00,0.30545277055853615
1969-01-04 14:00:00,0.26147889379885214
1969-01-04 15:00:00,0.24049188182421205
1969-01-04 16:00:00,0.24246893884628537
1969-01-04 17:00:00,0.23472392802526676
1969-01-04 18:00:00,0.2169666788081101
1969-01-04 19:00:00,0.24038467711204464
1969-01-04 20:00:00,0.27906345395554366
1969-01-04 21:00:00,0.3081153074729588
