<<<<<<< HEAD
,predicted_power
1969-01-01 00:00:00,0.002472331235720797
1969-01-01 01:00:00,0.0034592360115540143
1969-01-01 02:00:00,0.0030187154322891757
1969-01-01 03:00:00,0.0038371106048234126
1969-01-01 04:00:00,0.0037796447473492823
1969-01-01 05:00:00,0.0029349707195511264
1969-01-01 06:00:00,0.0020976713556750443
1969-01-01 07:00:00,0.01731318723079104
1969-01-01 08:00:00,0.0784067142261981
1969-01-01 09:00:00,0.2655305154023614
1969-01-01 10:00:00,0.4846259488535156
1969-01-01 11:00:00,0.6608450377588049
1969-01-01 12:00:00,0.7367904239030738
1969-01-01 13:00:00,0.5608455664426405
1969-01-01 14:00:00,0.4822663323308345
1969-01-01 15:00:00,0.4102181417829389
1969-01-01 16:00:00,0.2668032865296842
1969-01-01 17:00:00,0.11999541045790024
1969-01-01 18:00:00,0.02663833034788623
1969-01-01 19:00:00,0.007668722886450996
1969-01-01 20:00:00,0.0035213983659241636
1969-01-01 21:00:00,0.0020964198984671873
1969-01-01 22:00:00,0.0015400399108769676
1969-01-01 23:00:00,0.0017998132308275731
1969-01-02 00:00:00,0.0024277441792822027
1969-01-02 01:00:00,0.0026949969394868666
1969-01-02 02:00:00,0.003499166534699398
1969-01-02 03:00:00,0.0037697039938748064
1969-01-02 04:00:00,0.003050825896292949
1969-01-02 05:00:00,0.001227221580642649
1969-01-02 06:00:00,0.0021153133245803276
1969-01-02 07:00:00,0.015443538606772892
1969-01-02 08:00:00,0.10547030684590278
1969-01-02 09:00:00,0.2800449722964952
1969-01-02 10:00:00,0.4530527538694681
1969-01-02 11:00:00,0.5463238524591539
1969-01-02 12:00:00,0.5890962230111552
1969-01-02 13:00:00,0.513544070552233
1969-01-02 14:00:00,0.5240377360066815
1969-01-02 15:00:00,0.4472548685225163
1969-01-02 16:00:00,0.2790584389153832
1969-01-02 17:00:00,0.10488944133385289
1969-01-02 18:00:00,0.03111153028121301
1969-01-02 19:00:00,0.011233600773252996
1969-01-02 20:00:00,0.004103224234258568
1969-01-02 21:00:00,0.0008274778273064284
1969-01-02 22:00:00,0.00166757253890611
1969-01-02 23:00:00,0.0024229660336914584
1969-01-03 00:00:00,0.00317044521570725
1969-01-03 01:00:00,0.0027405209787842192
1969-01-03 02:00:00,0.0026306810505337726
1969-01-03 03:00:00,0.0019057179098079156
1969-01-03 04:00:00,0.003662975265560649
1969-01-03 05:00:00,0.0013478192314416108
1969-01-03 06:00:00,0.007248976168455082
1969-01-03 07:00:00,0.07055893109955003
1969-01-03 08:00:00,0.24661849830208446
1969-01-03 09:00:00,0.513609602932583
1969-01-03 10:00:00,0.6910921872925446
1969-01-03 11:00:00,0.6997573273803351
1969-01-03 12:00:00,0.7006690372913229
1969-01-03 13:00:00,0.6717304654234288
1969-01-03 14:00:00,0.6782656421774862
1969-01-03 15:00:00,0.6391213523842286
1969-01-03 16:00:00,0.5098485962972501
1969-01-03 17:00:00,0.23188947921060593
