<<<<<<< HEAD
,predicted_power
1969-01-01 00:00:00,0.003200360243948884
1969-01-01 01:00:00,0.004335105842458357
1969-01-01 02:00:00,0.004481506213300998
1969-01-01 03:00:00,0.002736592197619659
1969-01-01 04:00:00,0.003065197475446348
1969-01-01 05:00:00,0.0038746070367048917
1969-01-01 06:00:00,0.0016679864799324668
1969-01-01 07:00:00,0.00780030527852295
1969-01-01 08:00:00,0.029391375243803516
1969-01-01 09:00:00,0.07797656124875128
1969-01-01 10:00:00,0.12573587392245159
1969-01-01 11:00:00,0.14693769418266012
1969-01-01 12:00:00,0.1787395314698642
1969-01-01 13:00:00,0.215060798489357
1969-01-01 14:00:00,0.2002611386945134
1969-01-01 15:00:00,0.1909369250067085
1969-01-01 16:00:00,0.16030317716165085
1969-01-01 17:00:00,0.11116731084372054
1969-01-01 18:00:00,0.03941763119618825
1969-01-01 19:00:00,0.004590479630188452
1969-01-01 20:00:00,0.004387867944446615
1969-01-01 21:00:00,0.004851975065366941
1969-01-01 22:00:00,0.0036361847386761383
1969-01-01 23:00:00,0.002080366854264245
1969-01-02 00:00:00,0.002862615869421559
1969-01-02 01:00:00,0.0029928796012945553
1969-01-02 02:00:00,0.002512240642371011
1969-01-02 03:00:00,0.0032031571530981304
1969-01-02 04:00:00,0.004639865163131951
1969-01-02 05:00:00,0.005661227607595537
1969-01-02 06:00:00,0.00842722251866405
1969-01-02 07:00:00,0.027164069966686886
1969-01-02 08:00:00,0.07202697563489648
1969-01-02 09:00:00,0.1691265158344943
1969-01-02 10:00:00,0.33181923674272223
1969-01-02 11:00:00,0.45273003385067445
1969-01-02 12:00:00,0.49290612890622465
1969-01-02 13:00:00,0.47340153605493973
1969-01-02 14:00:00,0.3646212926636404
1969-01-02 15:00:00,0.31647471708725594
1969-01-02 16:00:00,0.19213403050600136
1969-01-02 17:00:00,0.098055394459233
1969-01-02 18:00:00,0.02859730542913094
1969-01-02 19:00:00,0.0075108929847366585
