<<<<<<< HEAD
,predicted_power
1969-01-01 00:00:00,0.003967270263690999
1969-01-01 01:00:00,0.004539417390184238
1969-01-01 02:00:00,0.0037017634468946804
1969-01-01 03:00:00,0.0028584492544657635
1969-01-01 04:00:00,0.002691640170963075
1969-01-01 05:00:00,0.003177527828932748
1969-01-01 06:00:00,0.0037705698712426827
1969-01-01 07:00:00,0.012114672734632652
1969-01-01 08:00:00,0.08658897780368013
1969-01-01 09:00:00,0.36748206065831657
1969-01-01 10:00:00,0.6297270915985692
1969-01-01 11:00:00,0.7993209967371362
1969-01-01 12:00:00,0.8388205712838755
1969-01-01 13:00:00,0.8337231620514522
1969-01-01 14:00:00,0.8106350861191496
1969-01-01 15:00:00,0.753871150166366
1969-01-01 16:00:00,0.5840753851729114
1969-01-01 17:00:00,0.31494645430440016
1969-01-01 18:00:00,0.08632604148948719
1969-01-01 19:00:00,0.009894662122705317
1969-01-01 20:00:00,0.0029917523352756895
1969-01-01 21:00:00,0.0029501971140252882
1969-01-01 22:00:00,0.002623618289240964
1969-01-01 23:00:00,0.00273137170461414
1969-01-02 00:00:00,0.0028829886859489226
1969-01-02 01:00:00,0.0049813892227862306
1969-01-02 02:00:00,0.0039437725765365025
1969-01-02 03:00:00,0.006404082076736374
1969-01-02 04:00:00,0.005712383540479539
1969-01-02 05:00:00,0.002821867872596551
1969-01-02 06:00:00,0.0009506817402814311
1969-01-02 07:00:00,-4.914421353338291e-05
1969-01-02 08:00:00,0.02764883634643899
1969-01-02 09:00:00,0.1846540824118549
1969-01-02 10:00:00,0.4260163859782382
1969-01-02 11:00:00,0.5474379801874476
1969-01-02 12:00:00,0.6947206781617785
1969-01-02 13:00:00,0.756043651789374
1969-01-02 14:00:00,0.733865838669702
1969-01-02 15:00:00,0.679472913047358
1969-01-02 16:00:00,0.5752701790155684
1969-01-02 17:00:00,0.4049236208939687
1969-01-02 18:00:00,0.13515961014369146
1969-01-02 19:00:00,0.020551320770214394
1969-01-02 20:00:00,0.005560283649241946
1969-01-02 21:00:00,0.00205805551372294
1969-01-02 22:00:00,0.0021456492237601214
1969-01-02 23:00:00,0.001898712615398516
1969-01-03 00:00:00,0.0033485216629611497
1969-01-03 01:00:00,0.0026558736298665886
1969-01-03 02:00:00,0.0014022646403468485
1969-01-03 03:00:00,0.0021703847636357822
1969-01-03 04:00:00,0.0023004637856123924
1969-01-03 05:00:00,0.0016101641518246799
1969-01-03 06:00:00,0.003945374324457138
1969-01-03 07:00:00,0.006993216062030807
1969-01-03 08:00:00,0.040927664433726765
1969-01-03 09:00:00,0.26343021047979803
1969-01-03 10:00:00,0.5758108598203014
1969-01-03 11:00:00,0.6972950860243627
1969-01-03 12:00:00,0.753784357896589
1969-01-03 13:00:00,0.7738624960592937
1969-01-03 14:00:00,0.7721972866053404
1969-01-03 15:00:00,0.7269118388317841
1969-01-03 16:00:00,0.5415181829570854
1969-01-03 17:00:00,0.2706170966120907
1969-01-03 18:00:00,0.07039246941309155
1969-01-03 19:00:00,0.006024617748236521
1969-01-03 20:00:00,0.0030131109899311907
1969-01-03 21:00:00,0.0004296934886747222
1969-01-03 22:00:00,0.001936652245474469
1969-01-03 23:00:00,0.0016359448186518148
1969-01-04 00:00:00,0.0005030238064044186
1969-01-04 01:00:00,0.00029275142821968796
1969-01-04 02:00:00,-0.00046791007135692946
1969-01-04 03:00:00,0.001856401588670138
1969-01-04 04:00:00,0.0014337193468682953
1969-01-04 05:00:00,0.005984970348716711
1969-01-04 06:00:00,0.0036302032773734222
1969-01-04 07:00:00,0.008216505498768453
1969-01-04 08:00:00,0.04155229170991224
1969-01-04 09:00:00,0.15524430030715422
1969-01-04 10:00:00,0.31567163228223927
1969-01-04 11:00:00,0.508764662112225
1969-01-04 12:00:00,0.610589609229114
1969-01-04 13:00:00,0.5943022098940542
1969-01-04 14:00:00,0.6080212837759587
1969-01-04 15:00:00,0.5930177968300513
1969-01-04 16:00:00,0.47450079606169887
1969-01-04 17:00:00,0.2661404339787381
1969-01-04 18:00:00,0.13639762207565906
1969-01-04 19:00:00,0.03327503505119099
1969-01-04 20:00:00,0.008144396913217014
1969-01-04 21:00:00,0.0037419473616879615
1969-01-04 22:00:00,0.004028332354753276
1969-01-04 23:00:00,0.002618252040813235
1969-01-05 00:00:00,0.00260557005661436
1969-01-05 01:00:00,0.0030663939965500293
1969-01-05 02:00:00,0.0030618695399708237
1969-01-05 03:00:00,0.0022339812401136363
1969-01-05 04:00:00,0.0021065136467419416
1969-01-05 05:00:00,0.0013897971614821399
1969-01-05 06:00:00,-0.0010258003425965148
1969-01-05 07:00:00,0.0045641992617696915
1969-01-05 08:00:00,0.04906470154887024
1969-01-05 09:00:00,0.272733734264879
1969-01-05 10:00:00,0.48782684571708185
1969-01-05 11:00:00,0.6262070637785802
1969-01-05 12:00:00,0.7178792549865813
1969-01-05 13:00:00,0.7708639375865881
1969-01-05 14:00:00,0.7877983301994362
1969-01-05 15:00:00,0.7585863224565244
1969-01-05 16:00:00,0.5527024710316063
1969-01-05 17:00:00,0.28064292698359217
1969-01-05 18:00:00,0.08332525574849872
1969-01-05 19:00:00,0.011479512426187765
1969-01-05 20:00:00,0.002973543177361329
1969-01-05 21:00:00,0.0033707877927405703
1969-01-05 22:00:00,0.003962233078047355
1969-01-05 23:00:00,0.003206580551010095
1969-01-06 00:00:00,0.0034119796890706485
1969-01-06 01:00:00,0.0024328983533845796
