<<<<<<< HEAD
,predicted_power
1969-01-01 00:00:00,0.0008409374777641112
1969-01-01 01:00:00,0.0010192084872297363
1969-01-01 02:00:00,0.0012233825093912194
1969-01-01 03:00:00,0.0009036630177786306
1969-01-01 04:00:00,0.002240745500484823
1969-01-01 05:00:00,0.001300466690891754
1969-01-01 06:00:00,0.000594913889587443
1969-01-01 07:00:00,0.014638254082489414
1969-01-01 08:00:00,0.06731435598781818
1969-01-01 09:00:00,0.19552927619513366
1969-01-01 10:00:00,0.39299857068486405
1969-01-01 11:00:00,0.5269975776432427
1969-01-01 12:00:00,0.6049731238533885
1969-01-01 13:00:00,0.6064487326502062
1969-01-01 14:00:00,0.5621321468748677
1969-01-01 15:00:00,0.44687559990992
1969-01-01 16:00:00,0.22397300046881513
1969-01-01 17:00:00,0.0901033179893547
1969-01-01 18:00:00,0.008218262216036628
1969-01-01 19:00:00,-0.0007028156038506594
1969-01-01 20:00:00,2.6790908024442372e-05
1969-01-01 21:00:00,-0.00031170333295805694
1969-01-01 22:00:00,0.0005001580201990298
1969-01-01 23:00:00,0.0008976487006952748
1969-01-02 00:00:00,0.0008061789122761889
1969-01-02 01:00:00,-0.00012530464124286102
1969-01-02 02:00:00,-0.0004029200687192666
1969-01-02 03:00:00,0.001240723185017706
1969-01-02 04:00:00,0.0005027781942537322
1969-01-02 05:00:00,-0.0009847040802132617
1969-01-02 06:00:00,0.0002336203303962731
1969-01-02 07:00:00,0.010592833975032143
1969-01-02 08:00:00,0.053733108712721175
1969-01-02 09:00:00,0.19602194629382821
1969-01-02 10:00:00,0.3769266772542871
1969-01-02 11:00:00,0.5449796608885038
1969-01-02 12:00:00,0.5953516103058517
1969-01-02 13:00:00,0.5808257622881486
1969-01-02 14:00:00,0.5247502164527433
1969-01-02 15:00:00,0.3930147366702802
1969-01-02 16:00:00,0.19735430922884406
1969-01-02 17:00:00,0.07426225235508957
1969-01-02 18:00:00,0.00988496700363782
1969-01-02 19:00:00,0.0019583569016350818
1969-01-02 20:00:00,0.00406258920067664
